10,12.244053
20,11.889759
30,10.626429
40,9.409056
50,8.382231
60,7.001835
70,6.267621
80,5.304576
90,4.177681
100,3.751639
110,3.483822
120,3.015333
130,2.542247
140,2.368713
150,1.993170
160,1.660880
170,1.351925
180,1.560486
190,1.433134
200,1.397187
210,1.440408
220,1.293425
230,1.318957
240,1.117650
250,1.152081
260,1.249747
270,1.164612
280,1.178348
290,12.600737
300,11.209699
310,9.753653
320,8.731356
330,7.934822
340,7.296276
350,6.417295
360,5.508202
370,4.553349
380,4.052594
390,3.628291
400,3.484755
410,2.994629
420,2.805051
430,2.289301
440,2.195694
450,2.103562
460,1.692072
470,1.678506
480,1.817106
490,1.547354
500,1.429723
510,1.318681
520,1.197933
530,0.995142
540,1.247736
550,1.203185
560,1.282738
570,1.255568
580,1.372731
590,1.413914
600,1.260655
610,12.875894
620,11.286187
630,10.239067
640,9.427113
650,8.354128
660,7.362408
670,6.294498
680,5.399857
690,4.983373
700,3.935746
710,3.513363
720,2.860496
730,2.626274
740,2.342646
750,2.212313
760,1.867621
770,1.603015
780,1.420830
790,1.677467
800,1.522759
810,1.509546
820,1.680023
830,1.337724
840,1.097921
850,1.081462
860,1.020884
870,0.966497
880,1.241503
890,1.513045
900,1.310391
910,1.245677
920,0.979435
930,1.116695
940,1.176111
950,1.272655
960,1.240215
970,1.190473
980,1.372563
990,1.157311
1000,12.211002
1010,10.751085
1020,9.320953
1030,8.363761
1040,7.466269
1050,7.164259
1060,5.960600
1070,5.060410
1080,4.483818
1090,4.212404
1100,3.585679
1110,3.410538
1120,3.075317
1130,2.835508
1140,2.613047
1150,2.264212
1160,2.257311
1170,2.140683
1180,1.791338
1190,1.816276
1200,1.892960
1210,1.461351
1220,1.285903
1230,1.254858
1240,1.089079
1250,1.019088
1260,1.080689
1270,1.176168
1280,0.996223
1290,1.122372
1300,1.102926
1310,1.160690
1320,11.621746
1330,10.444709
1340,9.112354
1350,8.379509
1360,7.524719
1370,6.761950
1380,6.045800
1390,4.854640
1400,4.181433
1410,3.658424
1420,2.745130
1430,2.274892
1440,1.806704
1450,1.789871
1460,1.526337
1470,1.376604
1480,1.531618
1490,1.436147
1500,1.327334
1510,1.266417
1520,1.175225
1530,1.221320
1540,1.444923
1550,1.354711
1560,1.540686
1570,1.455735
1580,1.619685
1590,1.659620
1600,1.772256
1610,1.671968
1620,1.565368
1630,1.629796
1640,1.545220
1650,1.507226
1660,1.513297
1670,1.641705
1680,1.445556
1690,1.391815
1700,1.406488
1710,1.419121
1720,1.499442
1730,1.485283
1740,1.473702
1750,1.578811
1760,1.546191
1770,1.302740
1780,1.401395
1790,1.399946
1800,1.097420
1810,1.321471
1820,1.347318
1830,1.781996
1840,1.895360
1850,1.993935
1860,12.892263
1870,11.062580
1880,9.704186
1890,8.740116
1900,7.504498
1910,6.562303
1920,5.198229
1930,4.110797
1940,3.666845
1950,3.150753
1960,2.660452
1970,2.236246
1980,1.949716
1990,1.801040
2000,1.674231
2010,1.585094
2020,1.162501
2030,1.017368
2040,1.168835
2050,1.373657
2060,1.092091
2070,1.074686
2080,1.242879
2090,1.608806
2100,1.796863
2110,1.741857
2120,1.649754
2130,2.107628
2140,1.996390
2150,1.902790
2160,1.844371
2170,1.754269
2180,1.904287
2190,1.756293
2200,1.658059
2210,1.760337
2220,1.811212
2230,1.856850
2240,1.743189
2250,1.469455
2260,1.357917
2270,1.497178
2280,1.667978
2290,1.630556
2300,1.790958
2310,1.542179
2320,1.289684
2330,1.404926
2340,1.583744
2350,1.884140
2360,1.667267
2370,1.433435
2380,1.405204
2390,1.449420
2400,1.233057
2410,1.123181
2420,1.297216
2430,1.377602
2440,1.433568
2450,11.816475
2460,10.060435
2470,8.983192
2480,8.170282
2490,7.415258
2500,6.778692
2510,6.017126
2520,5.315311
2530,4.943079
2540,4.106577
2550,3.738722
2560,3.150570
2570,2.591139
2580,2.054883
2590,1.924001
2600,2.042046
2610,1.674233
2620,1.590346
2630,1.215488
2640,1.542676
2650,1.392947
2660,1.825498
2670,2.309076
2680,2.484034
2690,2.304729
2700,2.436788
2710,2.495645
2720,2.761987
2730,2.729797
2740,2.951875
2750,2.526395
2760,2.312540
