window,step,throughput,cumulative_throughput
430,43000,0,842
431,43100,4,846
432,43200,2,848
433,43300,1,849
434,43400,1,850
435,43500,3,853
436,43600,1,854
437,43700,4,858
438,43800,4,862
439,43900,2,864
440,44000,2,866
441,44100,2,868
442,44200,2,870
443,44300,3,873
444,44400,4,877
445,44500,4,881
446,44600,1,882
447,44700,4,886
448,44800,4,890
449,44900,3,893
450,45000,3,896
451,45100,3,899
452,45200,3,902
453,45300,4,906
454,45400,4,910
455,45500,1,911
456,45600,1,912
457,45700,6,918
458,45800,4,922
459,45900,6,928
460,46000,0,928
461,46100,3,931
462,46200,2,933
463,46300,4,937
464,46400,3,940
465,46500,3,943
466,46600,2,945
467,46700,5,950
468,46800,4,954
469,46900,2,956
470,47000,2,958
471,47100,2,960
472,47200,1,961
473,47300,3,964
474,47400,1,965
475,47500,3,968
476,47600,4,972
477,47700,3,975
478,47800,2,977
479,47900,6,983
480,48000,2,985
481,48100,4,989
482,48200,3,992
483,48300,1,993
484,48400,3,996
485,48500,2,998
486,48600,2,1000
487,48700,3,1003
488,48800,4,1007
489,48900,4,1011
490,49000,7,1018
491,49100,6,1024
492,49200,5,1029
493,49300,3,1032
494,49400,3,1035
495,49500,1,1036
496,49600,0,1036
497,49700,5,1041
498,49800,6,1047
499,49900,2,1049
500,50000,4,1053
501,50100,2,1055
502,50200,2,1057
503,50300,3,1060
504,50400,3,1063
505,50500,3,1066
506,50600,3,1069
507,50700,4,1073
508,50800,2,1075
509,50900,2,1077
510,51000,3,1080
511,51100,0,1080
512,51200,6,1086
513,51300,6,1092
514,51400,4,1096
515,51500,3,1099
516,51600,3,1102
517,51700,4,1106
518,51800,4,1110
519,51900,0,1110
520,52000,2,1112
521,52100,4,1116
522,52200,3,1119
523,52300,1,1120
524,52400,2,1122
525,52500,4,1126
526,52600,2,1128
527,52700,3,1131
528,52800,2,1133
529,52900,1,1134
530,53000,4,1138
531,53100,2,1140
532,53200,2,1142
533,53300,4,1146
534,53400,5,1151
535,53500,6,1157
536,53600,3,1160
537,53700,4,1164
538,53800,4,1168
539,53900,4,1172
540,54000,4,1176
541,54100,2,1178
542,54200,2,1180
543,54300,3,1183
544,54400,4,1187
545,54500,3,1190
546,54600,5,1195
547,54700,6,1201
548,54800,8,1209
549,54900,5,1214
550,55000,6,1220
551,55100,4,1224
552,55200,4,1228
553,55300,1,1229
554,55400,2,1231
555,55500,4,1235
556,55600,1,1236
557,55700,5,1241
558,55800,4,1245
559,55900,4,1249
560,56000,2,1251
561,56100,4,1255
562,56200,7,1262
563,56300,3,1265
564,56400,5,1270
565,56500,2,1272
566,56600,6,1278
567,56700,1,1279
568,56800,3,1282
569,56900,1,1283
570,57000,2,1285
571,57100,5,1290
572,57200,5,1295
573,57300,2,1297
574,57400,3,1300
575,57500,4,1304
576,57600,5,1309
577,57700,6,1315
578,57800,6,1321
579,57900,3,1324
580,58000,3,1327
581,58100,4,1331
582,58200,4,1335
583,58300,2,1337
584,58400,4,1341
585,58500,5,1346
586,58600,2,1348
587,58700,3,1351
588,58800,4,1355
589,58900,3,1358
590,59000,5,1363
591,59100,8,1371
592,59200,5,1376
593,59300,4,1380
594,59400,4,1384
595,59500,4,1388
596,59600,6,1394
597,59700,4,1398
598,59800,5,1403
599,59900,5,1408
600,60000,5,1413
601,60100,5,1418
602,60200,5,1423
603,60300,4,1427
604,60400,5,1432
605,60500,5,1437
606,60600,3,1440
607,60700,2,1442
608,60800,3,1445
609,60900,3,1448
610,61000,2,1450
611,61100,3,1453
612,61200,7,1460
613,61300,5,1465
614,61400,7,1472
615,61500,5,1477
616,61600,4,1481
617,61700,7,1488
618,61800,5,1493
619,61900,7,1500
620,62000,1,1501
621,62100,3,1504
622,62200,2,1506
623,62300,4,1510
624,62400,1,1511
625,62500,4,1515
626,62600,4,1519
627,62700,3,1522
628,62800,3,1525
629,62900,7,1532
630,63000,4,1536
631,63100,3,1539
632,63200,1,1540
633,63300,4,1544
634,63400,1,1545
635,63500,7,1552
636,63600,6,1558
637,63700,4,1562
638,63800,8,1570
639,63900,7,1577
640,64000,4,1581
641,64100,2,1583
642,64200,2,1585
643,64300,3,1588
644,64400,2,1590
645,64500,2,1592
646,64600,3,1595
647,64700,6,1601
648,64800,3,1604
649,64900,4,1608
650,65000,1,1609
651,65100,1,1610
652,65200,4,1614
653,65300,3,1617
654,65400,4,1621
655,65500,5,1626
656,65600,6,1632
657,65700,2,1634
658,65800,3,1637
659,65900,1,1638
660,66000,3,1641
661,66100,1,1642
662,66200,4,1646
663,66300,3,1649
664,66400,3,1652
665,66500,3,1655
666,66600,3,1658
667,66700,2,1660
668,66800,1,1661
669,66900,3,1664
670,67000,6,1670
671,67100,4,1674
672,67200,2,1676
673,67300,5,1681
674,67400,4,1685
675,67500,6,1691
676,67600,4,1695
677,67700,3,1698
678,67800,5,1703
679,67900,4,1707
680,68000,3,1710
681,68100,5,1715
682,68200,1,1716
683,68300,4,1720
684,68400,1,1721
685,68500,4,1725
686,68600,2,1727
687,68700,3,1730
688,68800,3,1733
689,68900,2,1735
690,69000,3,1738
691,69100,3,1741
692,69200,1,1742
693,69300,7,1749
694,69400,3,1752
695,69500,3,1755
696,69600,7,1762
697,69700,1,1763
698,69800,1,1764
699,69900,4,1768
700,70000,4,1772
701,70100,1,1773
702,70200,5,1778
703,70300,4,1782
704,70400,4,1786
705,70500,1,1787
706,70600,5,1792
707,70700,6,1798
708,70800,5,1803
709,70900,4,1807
710,71000,4,1811
711,71100,4,1815
712,71200,4,1819
713,71300,2,1821
714,71400,2,1823
715,71500,1,1824
716,71600,1,1825
717,71700,5,1830
718,71800,2,1832
719,71900,2,1834
720,72000,4,1838
721,72100,3,1841
722,72200,2,1843
723,72300,5,1848
724,72400,5,1853
725,72500,5,1858
726,72600,2,1860
727,72700,2,1862
728,72800,1,1863
729,72900,3,1866
730,73000,8,1874
731,73100,4,1878
732,73200,4,1882
733,73300,3,1885
734,73400,1,1886
735,73500,3,1889
736,73600,3,1892
737,73700,2,1894
738,73800,1,1895
739,73900,3,1898
740,74000,4,1902
741,74100,7,1909
742,74200,4,1913
743,74300,2,1915
744,74400,4,1919
745,74500,1,1920
746,74600,3,1923
747,74700,2,1925
748,74800,5,1930
749,74900,5,1935
750,75000,2,1937
751,75100,3,1940
752,75200,2,1942
753,75300,4,1946
754,75400,3,1949
755,75500,5,1954
756,75600,4,1958
757,75700,4,1962
758,75800,4,1966
759,75900,3,1969
760,76000,1,1970
761,76100,3,1973
762,76200,6,1979
763,76300,4,1983
764,76400,7,1990
765,76500,3,1993
766,76600,3,1996
767,76700,5,2001
768,76800,3,2004
769,76900,1,2005
770,77000,4,2009
771,77100,2,2011
772,77200,2,2013
773,77300,6,2019
774,77400,4,2023
775,77500,4,2027
776,77600,2,2029
777,77700,3,2032
778,77800,2,2034
779,77900,2,2036
780,78000,3,2039
781,78100,4,2043
782,78200,6,2049
783,78300,3,2052
784,78400,3,2055
785,78500,3,2058
786,78600,6,2064
787,78700,0,2064
788,78800,4,2068
789,78900,4,2072
790,79000,5,2077
791,79100,3,2080
792,79200,7,2087
793,79300,2,2089
794,79400,3,2092
795,79500,7,2099
796,79600,4,2103
797,79700,4,2107
798,79800,6,2113
799,79900,4,2117
800,80000,4,2121
801,80100,1,2122
802,80200,4,2126
803,80300,1,2127
804,80400,4,2131
805,80500,3,2134
806,80600,3,2137
807,80700,4,2141
808,80800,5,2146
809,80900,2,2148
810,81000,1,2149
811,81100,4,2153
812,81200,3,2156
813,81300,1,2157
814,81400,4,2161
815,81500,9,2170
816,81600,2,2172
817,81700,5,2177
818,81800,2,2179
819,81900,4,2183
820,82000,6,2189
821,82100,2,2191
822,82200,2,2193
823,82300,4,2197
824,82400,3,2200
825,82500,5,2205
826,82600,6,2211
827,82700,5,2216
828,82800,3,2219
829,82900,5,2224
830,83000,3,2227
831,83100,3,2230
832,83200,4,2234
833,83300,4,2238
834,83400,1,2239
835,83500,5,2244
836,83600,6,2250
837,83700,4,2254
838,83800,2,2256
839,83900,1,2257
840,84000,4,2261
841,84100,5,2266
842,84200,2,2268
843,84300,5,2273
844,84400,3,2276
845,84500,3,2279
846,84600,3,2282
847,84700,2,2284
848,84800,4,2288
849,84900,7,2295
850,85000,3,2298
851,85100,1,2299
852,85200,4,2303
853,85300,2,2305
854,85400,2,2307
855,85500,4,2311
856,85600,4,2315
857,85700,5,2320
858,85800,4,2324
859,85900,2,2326
860,86000,2,2328
861,86100,5,2333
862,86200,3,2336
863,86300,4,2340
864,86400,3,2343
865,86500,3,2346
866,86600,4,2350
867,86700,3,2353
868,86800,5,2358
869,86900,2,2360
870,87000,2,2362
871,87100,4,2366
872,87200,2,2368
873,87300,1,2369
874,87400,2,2371
875,87500,4,2375
876,87600,2,2377
877,87700,5,2382
878,87800,5,2387
879,87900,3,2390
880,88000,2,2392
881,88100,4,2396
882,88200,4,2400
883,88300,2,2402
884,88400,3,2405
885,88500,3,2408
886,88600,1,2409
887,88700,1,2410
888,88800,1,2411
889,88900,1,2412
890,89000,5,2417
891,89100,2,2419
892,89200,1,2420
893,89300,2,2422
894,89400,4,2426
895,89500,2,2428
896,89600,2,2430
897,89700,4,2434
898,89800,3,2437
899,89900,1,2438
900,90000,3,2441
901,90100,3,2444
902,90200,3,2447
903,90300,3,2450
904,90400,1,2451
905,90500,1,2452
906,90600,3,2455
907,90700,8,2463
908,90800,5,2468
909,90900,2,2470
910,91000,4,2474
911,91100,9,2483
912,91200,2,2485
913,91300,4,2489
914,91400,2,2491
915,91500,1,2492
916,91600,6,2498
917,91700,8,2506
918,91800,2,2508
919,91900,3,2511
920,92000,4,2515
921,92100,4,2519
922,92200,2,2521
923,92300,4,2525
924,92400,2,2527
925,92500,5,2532
926,92600,3,2535
927,92700,7,2542
928,92800,3,2545
929,92900,4,2549
930,93000,4,2553
931,93100,6,2559
932,93200,3,2562
933,93300,3,2565
934,93400,5,2570
935,93500,1,2571
936,93600,3,2574
937,93700,7,2581
938,93800,6,2587
939,93900,2,2589
940,94000,2,2591
941,94100,2,2593
942,94200,4,2597
943,94300,9,2606
944,94400,4,2610
945,94500,4,2614
946,94600,6,2620
947,94700,6,2626
948,94800,4,2630
949,94900,2,2632
950,95000,4,2636
951,95100,5,2641
952,95200,4,2645
953,95300,5,2650
954,95400,5,2655
955,95500,4,2659
956,95600,4,2663
957,95700,2,2665
958,95800,5,2670
959,95900,8,2678
960,96000,4,2682
961,96100,4,2686
962,96200,4,2690
963,96300,3,2693
964,96400,2,2695
965,96500,1,2696
966,96600,7,2703
967,96700,5,2708
968,96800,0,2708
969,96900,5,2713
970,97000,3,2716
971,97100,7,2723
972,97200,4,2727
973,97300,3,2730
974,97400,2,2732
975,97500,3,2735
976,97600,4,2739
977,97700,3,2742
978,97800,4,2746
979,97900,2,2748
980,98000,4,2752
981,98100,0,2752
982,98200,8,2760
983,98300,2,2762
984,98400,3,2765
985,98500,6,2771
986,98600,3,2774
987,98700,3,2777
988,98800,3,2780
989,98900,7,2787
990,99000,5,2792
991,99100,6,2798
992,99200,6,2804
993,99300,6,2810
994,99400,1,2811
995,99500,4,2815
996,99600,8,2823
997,99700,5,2828
998,99800,5,2833
999,99900,3,2836
1000,100000,5,2841
1001,100100,2,2843
1002,100200,3,2846
1003,100300,5,2851
1004,100400,4,2855
1005,100500,2,2857
1006,100600,2,2859
1007,100700,3,2862
1008,100800,7,2869
1009,100900,8,2877
1010,101000,5,2882
1011,101100,1,2883
1012,101200,6,2889
1013,101300,2,2891
1014,101400,6,2897
1015,101500,3,2900
1016,101600,8,2908
1017,101700,6,2914
1018,101800,7,2921
1019,101900,1,2922
1020,102000,8,2930
1021,102100,3,2933
1022,102200,1,2934
1023,102300,1,2935
1024,102400,7,2942
1025,102500,6,2948
1026,102600,4,2952
1027,102700,3,2955
1028,102800,9,2964
1029,102900,6,2970
1030,103000,4,2974
1031,103100,6,2980
1032,103200,6,2986
1033,103300,2,2988
1034,103400,2,2990
1035,103500,2,2992
1036,103600,8,3000
1037,103700,2,3002
1038,103800,3,3005
1039,103900,6,3011
1040,104000,8,3019
1041,104100,6,3025
1042,104200,3,3028
1043,104300,6,3034
1044,104400,3,3037
1045,104500,3,3040
1046,104600,4,3044
1047,104700,5,3049
1048,104800,3,3052
1049,104900,2,3054
1050,105000,8,3062
1051,105100,8,3070
1052,105200,7,3077
1053,105300,2,3079
1054,105400,8,3087
1055,105500,6,3093
1056,105600,0,3093
1057,105700,3,3096
1058,105800,5,3101
1059,105900,2,3103
1060,106000,5,3108
1061,106100,9,3117
1062,106200,3,3120
1063,106300,2,3122
1064,106400,2,3124
1065,106500,6,3130
1066,106600,5,3135
1067,106700,8,3143
1068,106800,5,3148
1069,106900,5,3153
1070,107000,2,3155
1071,107100,4,3159
1072,107200,4,3163
1073,107300,4,3167
1074,107400,7,3174
1075,107500,3,3177
1076,107600,4,3181
1077,107700,3,3184
1078,107800,1,3185
1079,107900,8,3193
1080,108000,7,3200
1081,108100,5,3205
1082,108200,8,3213
1083,108300,6,3219
1084,108400,4,3223
1085,108500,5,3228
1086,108600,6,3234
1087,108700,4,3238
1088,108800,3,3241
1089,108900,5,3246
1090,109000,7,3253
1091,109100,4,3257
1092,109200,2,3259
1093,109300,4,3263
1094,109400,3,3266
1095,109500,5,3271
1096,109600,7,3278
1097,109700,6,3284
1098,109800,2,3286
1099,109900,4,3290
1100,110000,2,3292
1101,110100,5,3297
1102,110200,7,3304
1103,110300,5,3309
1104,110400,6,3315
1105,110500,2,3317
1106,110600,3,3320
1107,110700,4,3324
1108,110800,6,3330
1109,110900,8,3338
1110,111000,5,3343
1111,111100,4,4
1112,111200,4,8
1113,111300,2,10
1114,111400,7,17
1115,111500,2,19
1116,111600,4,23
1117,111700,8,31
1118,111800,4,35
1119,111900,4,39
1120,112000,5,44
1121,112100,1,45
1122,112200,7,52
1123,112300,7,59
1124,112400,7,66
1125,112500,5,71
1126,112600,3,74
1127,112700,7,81
1128,112800,7,88
1129,112900,2,90
1130,113000,7,97
1131,113100,6,103
1132,113200,6,109
1133,113300,5,114
1134,113400,6,120
1135,113500,5,125
1136,113600,1,126
1137,113700,7,133
1138,113800,4,137
1139,113900,7,144
1140,114000,7,151
1141,114100,4,155
1142,114200,4,159
1143,114300,6,165
1144,114400,6,171
1145,114500,6,177
1146,114600,2,179
1147,114700,6,185
1148,114800,6,191
1149,114900,7,198
1150,115000,6,204
1151,115100,3,207
1152,115200,4,211
1153,115300,5,216
1154,115400,0,216
1155,115500,7,223
1156,115600,6,229
1157,115700,2,231
1158,115800,3,234
1159,115900,4,238
1160,116000,5,243
1161,116100,6,249
1162,116200,1,250
1163,116300,5,255
1164,116400,6,261
1165,116500,8,269
1166,116600,3,272
1167,116700,4,276
1168,116800,9,285
1169,116900,7,292
1170,117000,1,293
1171,117100,9,302
1172,117200,5,307
1173,117300,5,312
1174,117400,6,318
1175,117500,2,320
1176,117600,2,322
1177,117700,4,326
1178,117800,4,330
1179,117900,1,331
1180,118000,6,337
1181,118100,9,346
1182,118200,4,350
1183,118300,0,350
1184,118400,6,356
1185,118500,6,362
1186,118600,3,365
1187,118700,6,371
1188,118800,5,376
1189,118900,6,382
1190,119000,4,386
1191,119100,6,392
1192,119200,7,399
1193,119300,4,403
1194,119400,6,409
1195,119500,6,415
1196,119600,4,419
1197,119700,5,424
1198,119800,4,428
1199,119900,4,432
1200,120000,7,439
1201,120100,4,443
1202,120200,6,449
1203,120300,5,454
1204,120400,4,458
1205,120500,8,466
1206,120600,4,470
1207,120700,3,473
1208,120800,9,482
1209,120900,7,489
1210,121000,6,495
1211,121100,2,497
1212,121200,7,504
1213,121300,6,510
1214,121400,4,514
1215,121500,3,517
1216,121600,6,523
1217,121700,8,531
1218,121800,5,536
1219,121900,5,541
1220,122000,6,547
1221,122100,5,552
1222,122200,6,558
1223,122300,7,565
1224,122400,5,570
1225,122500,5,575
1226,122600,6,581
1227,122700,2,583
1228,122800,5,588
1229,122900,7,595
1230,123000,4,599
1231,123100,3,602
1232,123200,6,608
1233,123300,3,611
1234,123400,4,615
1235,123500,5,620
1236,123600,4,624
1237,123700,2,626
1238,123800,4,630
1239,123900,4,634
1240,124000,5,639
1241,124100,3,642
1242,124200,4,646
1243,124300,5,651
1244,124400,5,656
1245,124500,3,659
1246,124600,5,664
1247,124700,5,669
1248,124800,7,676
1249,124900,5,681
1250,125000,6,687
1251,125100,9,696
1252,125200,1,697
1253,125300,4,701
1254,125400,7,708
1255,125500,3,711
1256,125600,5,716
1257,125700,5,721
1258,125800,6,727
1259,125900,8,735
1260,126000,6,741
1261,126100,0,741
1262,126200,6,747
1263,126300,8,755
1264,126400,4,759
1265,126500,6,765
1266,126600,4,769
1267,126700,6,775
1268,126800,3,778
1269,126900,2,780
1270,127000,5,785
1271,127100,6,791
1272,127200,5,796
1273,127300,4,800
1274,127400,4,804
1275,127500,5,809
1276,127600,2,811
1277,127700,4,815
1278,127800,6,821
1279,127900,4,825
1280,128000,6,831
1281,128100,4,835
1282,128200,8,843
1283,128300,4,847
1284,128400,4,851
1285,128500,8,859
1286,128600,2,861
1287,128700,5,866
1288,128800,3,869
1289,128900,8,877
1290,129000,1,878
1291,129100,2,880
1292,129200,2,882
1293,129300,0,882
1294,129400,6,888
1295,129500,4,892
1296,129600,3,895
1297,129700,8,903
1298,129800,4,907
1299,129900,6,913
1300,130000,6,919
1301,130100,3,922
1302,130200,3,925
1303,130300,6,931
1304,130400,7,938
1305,130500,6,944
1306,130600,5,949
1307,130700,6,955
1308,130800,5,960
1309,130900,6,966
1310,131000,4,970
1311,131100,2,972
1312,131200,4,976
1313,131300,7,983
1314,131400,4,987
1315,131500,5,992
1316,131600,3,995
1317,131700,1,996
1318,131800,3,999
1319,131900,4,1003
1320,132000,0,1003
1321,132100,8,1011
1322,132200,2,1013
1323,132300,4,1017
1324,132400,2,1019
1325,132500,5,1024
1326,132600,2,1026
1327,132700,5,1031
1328,132800,3,1034
1329,132900,1,1035
1330,133000,5,1040
1331,133100,6,1046
1332,133200,5,1051
1333,133300,2,1053
1334,133400,5,1058
1335,133500,6,1064
1336,133600,4,1068
1337,133700,5,1073
1338,133800,5,1078
1339,133900,6,1084
1340,134000,2,1086
1341,134100,4,1090
1342,134200,5,1095
1343,134300,5,1100
1344,134400,3,1103
1345,134500,3,1106
1346,134600,7,1113
1347,134700,5,1118
1348,134800,4,1122
1349,134900,7,1129
1350,135000,5,1134
1351,135100,6,1140
1352,135200,3,1143
1353,135300,3,1146
1354,135400,6,1152
1355,135500,4,1156
1356,135600,5,1161
1357,135700,7,1168
1358,135800,6,1174
1359,135900,4,1178
1360,136000,7,1185
1361,136100,6,1191
1362,136200,6,1197
1363,136300,6,1203
1364,136400,7,1210
1365,136500,6,1216
1366,136600,6,1222
1367,136700,5,1227
1368,136800,7,1234
1369,136900,7,1241
1370,137000,6,1247
1371,137100,5,1252
1372,137200,3,1255
1373,137300,5,1260
1374,137400,4,1264
1375,137500,5,1269
1376,137600,2,1271
1377,137700,8,1279
1378,137800,5,1284
1379,137900,8,1292
1380,138000,4,1296
1381,138100,4,1300
1382,138200,4,1304
1383,138300,4,1308
1384,138400,5,1313
1385,138500,4,1317
1386,138600,9,1326
1387,138700,3,1329
1388,138800,5,1334
1389,138900,4,1338
1390,139000,7,1345
1391,139100,6,1351
1392,139200,3,1354
1393,139300,4,1358
1394,139400,4,1362
1395,139500,3,1365
1396,139600,7,1372
1397,139700,4,1376
1398,139800,5,1381
1399,139900,6,1387
1400,140000,5,1392
1401,140100,0,1392
1402,140200,4,1396
1403,140300,4,1400
1404,140400,7,1407
1405,140500,6,1413
1406,140600,3,1416
1407,140700,3,1419
1408,140800,7,1426
1409,140900,3,1429
1410,141000,2,1431
1411,141100,7,1438
1412,141200,4,1442
1413,141300,3,1445
1414,141400,4,1449
1415,141500,7,1456
1416,141600,4,1460
1417,141700,4,1464
1418,141800,0,1464
1419,141900,0,1464
1420,142000,3,1467
1421,142100,3,1470
1422,142200,4,1474
1423,142300,4,1478
1424,142400,3,1481
