window,step,throughput,cumulative_throughput
220,22000,4,10
221,22100,4,14
222,22200,1,15
223,22300,6,21
224,22400,2,23
225,22500,1,24
226,22600,5,29
227,22700,6,35
228,22800,4,4
229,22900,5,9
230,23000,3,12
231,23100,2,14
232,23200,2,16
233,23300,5,21
234,23400,5,26
235,23500,3,29
236,23600,2,31
237,23700,0,0
238,23800,5,5
239,23900,4,9
240,24000,4,13
241,24100,3,16
242,24200,6,22
243,24300,2,24
244,24400,1,1
245,24500,6,7
246,24600,4,11
247,24700,2,13
248,24800,2,15
249,24900,6,21
250,25000,1,22
251,25100,6,28
252,25200,1,29
253,25300,4,4
254,25400,5,9
255,25500,4,13
256,25600,1,14
257,25700,3,17
258,25800,4,21
259,25900,1,22
260,26000,6,28
261,26100,2,30
262,26200,4,4
263,26300,5,9
264,26400,4,13
265,26500,1,14
266,26600,4,18
267,26700,6,24
268,26800,2,26
269,26900,1,1
270,27000,6,7
271,27100,4,11
272,27200,2,13
273,27300,6,19
274,27400,5,24
275,27500,4,28
276,27600,4,4
277,27700,5,9
278,27800,4,13
279,27900,1,14
280,28000,6,20
281,28100,6,26
282,28200,2,28
283,28300,4,4
284,28400,5,9
285,28500,3,12
286,28600,2,14
287,28700,7,21
288,28800,4,25
289,28900,1,1
290,29000,4,5
291,29100,5,10
292,29200,4,14
293,29300,4,18
294,29400,6,24
295,29500,3,27
296,29600,3,3
297,29700,5,8
298,29800,4,12
299,29900,1,13
300,30000,4,17
301,30100,7,24
302,30200,4,28
303,30300,3,3
304,30400,6,9
305,30500,3,12
306,30600,2,14
307,30700,3,17
308,30800,5,22
309,30900,3,25
310,31000,5,5
311,31100,4,9
312,31200,5,14
313,31300,1,15
314,31400,5,20
315,31500,6,26
316,31600,2,28
317,31700,4,4
318,31800,5,9
319,31900,3,12
320,32000,6,18
321,32100,6,24
322,32200,0,24
323,32300,4,4
324,32400,5,9
325,32500,5,14
326,32600,7,21
327,32700,2,23
328,32800,1,1
329,32900,6,7
330,33000,4,11
331,33100,4,15
332,33200,3,18
333,33300,5,23
334,33400,4,27
335,33500,1,1
336,33600,5,6
337,33700,5,11
338,33800,2,13
339,33900,3,16
340,34000,6,22
341,34100,4,26
342,34200,2,2
343,34300,6,8
344,34400,4,12
345,34500,1,13
346,34600,4,17
347,34700,6,23
348,34800,5,28
349,34900,4,4
350,35000,5,9
351,35100,3,12
352,35200,1,13
353,35300,3,16
354,35400,7,23
355,35500,2,25
356,35600,1,1
357,35700,6,7
358,35800,4,11
359,35900,2,13
360,36000,3,16
361,36100,5,21
362,36200,4,25
363,36300,7,32
364,36400,2,34
365,36500,5,39
366,36600,6,45
367,36700,3,48
368,36800,6,54
369,36900,6,60
370,37000,3,63
371,37100,4,67
372,37200,6,73
373,37300,5,78
374,37400,6,84
375,37500,6,90
376,37600,6,96
377,37700,5,101
378,37800,6,107
379,37900,6,113
380,38000,4,117
381,38100,3,3
382,38200,5,8
383,38300,4,12
384,38400,1,13
385,38500,5,18
386,38600,6,24
387,38700,1,25
388,38800,4,29
389,38900,4,33
390,39000,2,2
391,39100,6,8
392,39200,4,12
393,39300,1,13
394,39400,5,18
395,39500,5,23
396,39600,1,24
397,39700,1,25
398,39800,3,28
399,39900,3,31
400,40000,1,1
401,40100,5,6
402,40200,5,11
403,40300,1,12
404,40400,3,15
405,40500,6,21
406,40600,4,25
407,40700,1,1
408,40800,4,5
409,40900,5,10
410,41000,4,14
411,41100,6,20
412,41200,4,24
413,41300,0,0
414,41400,5,5
415,41500,4,9
416,41600,7,16
417,41700,5,21
418,41800,2,23
419,41900,4,27
420,42000,3,30
421,42100,0,0
422,42200,5,5
423,42300,5,10
424,42400,3,13
425,42500,7,20
426,42600,2,22
427,42700,3,25
428,42800,3,28
429,42900,3,31
430,43000,6,37
431,43100,4,4
432,43200,5,9
433,43300,5,14
434,43400,5,19
435,43500,3,22
436,43600,6,28
437,43700,1,29
438,43800,6,35
439,43900,5,40
440,44000,6,46
441,44100,2,48
442,44200,3,51
443,44300,5,56
444,44400,3,59
445,44500,6,65
446,44600,4,69
447,44700,6,75
448,44800,6,81
449,44900,5,86
450,45000,4,90
451,45100,4,94
452,45200,5,99
453,45300,7,106
454,45400,4,110
455,45500,5,115
456,45600,5,120
457,45700,4,124
458,45800,5,129
459,45900,4,133
460,46000,6,139
461,46100,4,143
462,46200,5,148
463,46300,4,152
464,46400,1,153
465,46500,0,0
466,46600,5,5
467,46700,5,10
468,46800,6,16
469,46900,4,20
470,47000,6,26
471,47100,2,28
472,47200,5,33
473,47300,2,35
474,47400,1,1
475,47500,5,6
476,47600,4,10
477,47700,5,15
478,47800,4,19
479,47900,2,21
480,48000,7,28
481,48100,3,31
482,48200,1,1
483,48300,5,6
484,48400,4,10
485,48500,7,17
486,48600,5,22
487,48700,0,22
488,48800,4,4
489,48900,5,9
490,49000,5,14
491,49100,5,19
492,49200,5,24
493,49300,0,24
494,49400,7,31
495,49500,0,31
496,49600,4,4
497,49700,5,9
498,49800,4,13
499,49900,5,18
500,50000,3,21
501,50100,6,27
502,50200,3,30
503,50300,6,36
504,50400,6,42
505,50500,5,47
506,50600,3,50
507,50700,2,52
508,50800,6,58
509,50900,4,62
510,51000,7,69
511,51100,2,71
512,51200,3,74
513,51300,5,79
514,51400,6,85
515,51500,5,90
516,51600,3,93
517,51700,6,99
518,51800,0,99
519,51900,6,105
520,52000,6,111
521,52100,6,117
522,52200,5,122
523,52300,4,126
524,52400,5,131
525,52500,5,136
526,52600,3,139
527,52700,5,144
528,52800,3,147
529,52900,2,149
530,53000,1,1
531,53100,6,7
532,53200,3,10
533,53300,2,12
534,53400,3,15
535,53500,5,20
536,53600,2,22
537,53700,3,25
538,53800,5,30
539,53900,3,33
540,54000,4,4
541,54100,5,9
542,54200,6,15
543,54300,2,17
544,54400,2,19
545,54500,4,23
546,54600,4,27
547,54700,5,32
548,54800,5,5
549,54900,4,9
550,55000,6,15
551,55100,3,18
552,55200,3,21
553,55300,6,27
554,55400,4,31
555,55500,6,37
556,55600,5,42
557,55700,2,44
558,55800,3,47
559,55900,7,54
560,56000,7,61
561,56100,4,65
562,56200,6,71
563,56300,2,73
564,56400,2,75
565,56500,5,80
566,56600,7,87
567,56700,5,92
568,56800,4,96
569,56900,3,99
570,57000,0,99
571,57100,7,106
572,57200,6,112
573,57300,5,117
574,57400,3,120
575,57500,5,125
576,57600,5,130
577,57700,4,134
578,57800,5,139
579,57900,5,144
580,58000,4,148
581,58100,5,153
582,58200,7,160
583,58300,4,164
584,58400,6,170
585,58500,6,176
586,58600,6,182
587,58700,4,186
588,58800,5,5
589,58900,4,9
590,59000,3,12
591,59100,1,13
592,59200,6,19
593,59300,2,21
594,59400,4,25
595,59500,3,28
596,59600,2,2
597,59700,6,8
598,59800,4,12
599,59900,5,17
600,60000,4,21
601,60100,6,27
602,60200,4,31
603,60300,3,34
604,60400,1,1
605,60500,4,5
606,60600,5,10
607,60700,2,12
608,60800,2,14
609,60900,7,21
610,61000,3,24
611,61100,5,29
612,61200,4,33
613,61300,1,1
614,61400,4,5
615,61500,5,10
616,61600,3,13
617,61700,5,18
618,61800,4,22
619,61900,4,26
620,62000,5,31
621,62100,5,36
622,62200,2,38
623,62300,5,5
624,62400,4,9
625,62500,6,15
626,62600,5,20
627,62700,6,26
628,62800,5,31
629,62900,0,31
630,63000,4,4
631,63100,5,9
632,63200,6,15
633,63300,3,18
634,63400,6,24
635,63500,3,27
636,63600,3,30
637,63700,5,35
638,63800,1,36
639,63900,6,42
640,64000,3,45
641,64100,8,53
642,64200,4,57
643,64300,5,62
644,64400,2,64
645,64500,1,65
646,64600,7,72
647,64700,5,77
648,64800,4,81
649,64900,6,87
650,65000,6,93
651,65100,6,99
652,65200,2,101
653,65300,7,108
654,65400,1,109
655,65500,3,112
656,65600,6,118
657,65700,6,124
658,65800,7,131
659,65900,3,134
660,66000,4,138
661,66100,2,140
662,66200,7,147
663,66300,6,153
664,66400,6,159
665,66500,3,162
666,66600,5,167
667,66700,2,169
668,66800,5,174
669,66900,7,181
670,67000,6,187
671,67100,4,191
672,67200,4,195
673,67300,1,1
674,67400,6,7
675,67500,4,11
676,67600,6,17
677,67700,4,21
678,67800,6,27
679,67900,3,30
680,68000,3,33
681,68100,6,39
682,68200,5,44
683,68300,7,51
684,68400,5,56
685,68500,4,60
686,68600,5,65
687,68700,4,69
688,68800,1,70
689,68900,7,77
690,69000,5,82
691,69100,6,88
692,69200,3,91
693,69300,6,97
694,69400,5,102
695,69500,7,109
696,69600,7,116
697,69700,5,121
698,69800,5,126
699,69900,5,131
700,70000,3,134
701,70100,5,139
702,70200,4,143
703,70300,6,149
704,70400,7,156
705,70500,5,161
706,70600,6,167
707,70700,5,172
708,70800,4,176
709,70900,4,180
710,71000,2,182
711,71100,6,188
712,71200,4,192
713,71300,1,193
714,71400,5,198
715,71500,4,4
716,71600,5,9
717,71700,6,15
718,71800,3,18
719,71900,7,25
720,72000,6,31
721,72100,0,31
722,72200,4,4
723,72300,5,9
724,72400,5,14
725,72500,5,19
726,72600,4,23
727,72700,6,29
728,72800,1,30
729,72900,6,36
730,73000,4,4
731,73100,5,9
732,73200,5,14
733,73300,4,18
734,73400,4,22
735,73500,1,23
736,73600,2,25
737,73700,7,32
738,73800,4,36
739,73900,3,3
740,74000,5,8
741,74100,5,13
742,74200,4,17
743,74300,5,22
744,74400,2,24
745,74500,5,29
746,74600,5,34
747,74700,4,4
748,74800,5,9
749,74900,4,13
750,75000,1,14
751,75100,6,20
752,75200,5,25
753,75300,0,25
754,75400,4,29
755,75500,4,33
756,75600,1,1
757,75700,6,7
758,75800,4,11
759,75900,1,12
760,76000,5,17
761,76100,2,19
762,76200,5,24
763,76300,5,29
764,76400,4,4
765,76500,5,9
766,76600,3,12
767,76700,1,13
768,76800,4,17
769,76900,5,22
770,77000,4,26
771,77100,2,28
772,77200,1,1
773,77300,6,7
774,77400,5,12
775,77500,5,17
776,77600,4,21
777,77700,1,1
778,77800,5,6
779,77900,4,10
780,78000,6,16
781,78100,4,20
782,78200,7,27
783,78300,2,29
784,78400,2,2
785,78500,5,7
786,78600,5,12
787,78700,1,13
788,78800,2,15
789,78900,1,16
790,79000,3,19
791,79100,5,24
792,79200,3,27
793,79300,6,33
794,79400,2,2
795,79500,6,8
796,79600,3,11
797,79700,0,11
798,79800,5,16
799,79900,6,22
800,80000,1,23
801,80100,4,4
802,80200,5,9
803,80300,4,13
804,80400,0,13
805,80500,4,17
806,80600,5,22
807,80700,4,26
808,80800,0,0
809,80900,5,5
810,81000,4,9
811,81100,4,13
812,81200,1,14
813,81300,3,17
814,81400,5,22
815,81500,4,26
816,81600,6,32
817,81700,6,38
818,81800,6,44
819,81900,1,45
820,82000,5,50
821,82100,1,51
822,82200,2,53
823,82300,4,57
824,82400,5,62
825,82500,2,64
826,82600,5,69
827,82700,3,72
828,82800,7,79
829,82900,5,84
830,83000,4,88
831,83100,6,94
832,83200,4,98
833,83300,6,104
834,83400,4,108
835,83500,3,111
836,83600,2,113
837,83700,1,114
838,83800,4,118
839,83900,6,124
840,84000,4,128
841,84100,6,134
842,84200,3,137
843,84300,5,142
844,84400,6,148
845,84500,2,150
846,84600,3,153
847,84700,3,156
848,84800,7,163
849,84900,5,168
850,85000,4,4
851,85100,5,9
852,85200,4,13
853,85300,1,14
854,85400,2,16
855,85500,3,19
856,85600,3,22
857,85700,5,27
858,85800,5,32
859,85900,4,36
860,86000,5,41
861,86100,5,46
862,86200,2,48
863,86300,2,50
864,86400,6,56
865,86500,1,57
866,86600,2,59
867,86700,4,63
868,86800,5,68
869,86900,5,73
870,87000,0,73
871,87100,4,77
872,87200,6,83
873,87300,4,87
874,87400,5,92
875,87500,6,98
876,87600,5,103
877,87700,6,109
878,87800,4,113
879,87900,5,118
880,88000,4,122
881,88100,6,128
882,88200,3,131
883,88300,2,133
884,88400,3,136
885,88500,5,141
886,88600,3,3
887,88700,5,8
888,88800,3,11
889,88900,4,15
890,89000,2,17
891,89100,2,19
892,89200,2,21
893,89300,4,25
894,89400,4,29
895,89500,6,35
896,89600,1,36
897,89700,5,41
898,89800,5,46
899,89900,7,53
900,90000,3,56
901,90100,2,58
902,90200,2,60
903,90300,4,64
904,90400,4,68
905,90500,6,74
906,90600,3,77
907,90700,4,81
908,90800,6,87
909,90900,3,90
910,91000,3,93
911,91100,6,99
912,91200,2,101
913,91300,2,103
914,91400,5,108
915,91500,4,112
916,91600,6,118
917,91700,1,119
918,91800,5,124
919,91900,5,129
920,92000,3,132
921,92100,2,134
922,92200,5,139
923,92300,3,142
924,92400,4,146
925,92500,4,150
926,92600,4,154
927,92700,4,158
928,92800,4,162
929,92900,7,169
930,93000,5,174
931,93100,6,180
932,93200,4,184
933,93300,5,189
934,93400,1,190
935,93500,2,192
936,93600,6,198
937,93700,4,202
938,93800,5,207
939,93900,6,213
940,94000,7,220
941,94100,2,222
942,94200,5,227
943,94300,4,231
944,94400,4,235
945,94500,2,237
946,94600,7,244
947,94700,3,247
948,94800,1,248
949,94900,7,255
950,95000,5,260
951,95100,0,260
952,95200,3,263
953,95300,3,266
954,95400,3,269
955,95500,7,276
956,95600,4,280
957,95700,2,282
958,95800,2,284
959,95900,5,289
960,96000,3,292
961,96100,2,294
962,96200,6,300
963,96300,5,305
964,96400,1,306
965,96500,6,312
966,96600,2,314
967,96700,3,317
968,96800,6,323
969,96900,4,327
970,97000,4,4
971,97100,5,9
972,97200,1,10
973,97300,2,12
974,97400,1,13
975,97500,4,17
976,97600,4,21
977,97700,4,25
978,97800,4,29
979,97900,6,35
980,98000,6,41
981,98100,3,44
982,98200,4,48
983,98300,0,48
984,98400,3,51
985,98500,3,54
986,98600,4,58
987,98700,3,61
988,98800,4,65
989,98900,4,69
990,99000,2,71
991,99100,3,74
992,99200,7,81
993,99300,1,82
994,99400,4,86
995,99500,4,90
996,99600,4,94
997,99700,4,98
998,99800,2,100
999,99900,6,106
1000,100000,3,109
1001,100100,3,112
1002,100200,5,117
1003,100300,6,123
1004,100400,1,124
1005,100500,3,127
1006,100600,1,128
1007,100700,5,133
1008,100800,4,137
1009,100900,5,142
1010,101000,5,147
1011,101100,4,151
1012,101200,6,157
1013,101300,4,4
1014,101400,5,9
1015,101500,1,10
1016,101600,3,13
1017,101700,1,14
1018,101800,2,16
1019,101900,1,17
1020,102000,2,19
1021,102100,5,24
1022,102200,5,29
1023,102300,6,35
1024,102400,3,38
1025,102500,5,43
1026,102600,2,45
1027,102700,3,48
1028,102800,5,53
1029,102900,2,55
1030,103000,5,60
1031,103100,1,61
1032,103200,4,65
1033,103300,3,68
1034,103400,1,69
1035,103500,6,75
1036,103600,3,78
1037,103700,5,83
1038,103800,5,88
1039,103900,4,92
1040,104000,4,96
1041,104100,5,101
1042,104200,2,103
1043,104300,1,104
1044,104400,2,106
1045,104500,6,112
1046,104600,4,116
1047,104700,5,121
1048,104800,4,125
1049,104900,5,130
1050,105000,5,135
1051,105100,6,141
1052,105200,4,145
1053,105300,6,151
1054,105400,2,153
1055,105500,3,156
1056,105600,3,159
1057,105700,5,164
1058,105800,1,1
1059,105900,6,7
1060,106000,3,10
1061,106100,4,14
1062,106200,2,16
1063,106300,1,17
1064,106400,5,22
1065,106500,5,27
1066,106600,2,29
1067,106700,6,35
1068,106800,4,39
1069,106900,4,43
1070,107000,5,48
1071,107100,4,52
1072,107200,3,55
1073,107300,3,58
1074,107400,5,63
1075,107500,2,65
1076,107600,4,69
1077,107700,4,73
1078,107800,4,77
1079,107900,5,82
1080,108000,2,84
1081,108100,4,88
1082,108200,4,92
1083,108300,3,95
1084,108400,4,99
1085,108500,4,103
1086,108600,4,107
1087,108700,2,109
1088,108800,3,112
1089,108900,1,113
1090,109000,5,118
1091,109100,6,124
1092,109200,6,130
1093,109300,1,131
1094,109400,3,134
1095,109500,5,139
1096,109600,5,144
1097,109700,5,149
1098,109800,6,155
1099,109900,6,161
1100,110000,6,167
1101,110100,3,170
1102,110200,1,171
1103,110300,4,175
1104,110400,1,176
1105,110500,4,180
1106,110600,5,185
1107,110700,2,2
1108,110800,6,8
1109,110900,2,10
1110,111000,5,15
1111,111100,2,17
1112,111200,2,19
1113,111300,5,24
1114,111400,3,27
1115,111500,4,31
1116,111600,4,35
1117,111700,2,2
1118,111800,6,8
1119,111900,2,10
1120,112000,6,16
1121,112100,3,19
1122,112200,2,21
1123,112300,6,27
1124,112400,2,29
1125,112500,3,32
1126,112600,3,35
1127,112700,2,2
1128,112800,5,7
1129,112900,4,11
1130,113000,3,14
1131,113100,3,17
1132,113200,1,18
1133,113300,6,24
1134,113400,5,29
1135,113500,2,31
1136,113600,6,37
1137,113700,3,40
1138,113800,4,44
1139,113900,3,47
1140,114000,4,51
1141,114100,2,53
1142,114200,5,58
1143,114300,5,63
1144,114400,2,65
1145,114500,3,68
1146,114600,3,71
1147,114700,4,75
1148,114800,3,78
1149,114900,4,82
1150,115000,4,86
1151,115100,5,91
1152,115200,5,96
1153,115300,3,99
1154,115400,7,106
1155,115500,4,110
1156,115600,4,114
1157,115700,6,120
1158,115800,5,125
1159,115900,4,129
1160,116000,6,135
1161,116100,6,141
1162,116200,4,145
1163,116300,6,151
1164,116400,4,155
1165,116500,3,158
1166,116600,5,163
1167,116700,5,168
1168,116800,6,174
1169,116900,4,178
1170,117000,3,181
1171,117100,6,187
1172,117200,5,192
1173,117300,4,196
1174,117400,4,200
1175,117500,1,201
1176,117600,6,207
1177,117700,6,213
1178,117800,6,219
1179,117900,4,4
1180,118000,5,9
1181,118100,3,12
1182,118200,5,17
1183,118300,2,19
1184,118400,4,23
1185,118500,4,27
1186,118600,4,31
1187,118700,3,34
1188,118800,4,38
1189,118900,6,44
1190,119000,2,46
1191,119100,3,49
1192,119200,6,55
1193,119300,5,60
1194,119400,5,65
1195,119500,0,0
1196,119600,5,5
1197,119700,4,9
1198,119800,5,14
1199,119900,5,19
1200,120000,2,21
1201,120100,3,24
1202,120200,4,28
1203,120300,1,29
1204,120400,6,35
1205,120500,5,40
1206,120600,5,45
1207,120700,6,51
1208,120800,2,53
1209,120900,6,59
1210,121000,3,62
1211,121100,6,68
1212,121200,6,74
1213,121300,3,77
1214,121400,1,78
1215,121500,6,84
1216,121600,5,89
1217,121700,6,95
1218,121800,6,101
1219,121900,0,101
1220,122000,2,103
1221,122100,4,107
1222,122200,6,113
1223,122300,1,114
1224,122400,6,120
1225,122500,6,126
1226,122600,3,129
1227,122700,6,135
1228,122800,3,138
1229,122900,0,138
1230,123000,7,145
1231,123100,2,147
1232,123200,3,150
1233,123300,4,154
1234,123400,6,160
1235,123500,2,162
1236,123600,5,167
1237,123700,0,167
1238,123800,3,170
1239,123900,6,176
1240,124000,6,182
1241,124100,1,183
1242,124200,3,186
1243,124300,6,192
1244,124400,6,198
1245,124500,0,0
1246,124600,5,5
1247,124700,5,10
1248,124800,3,13
1249,124900,3,16
1250,125000,3,19
1251,125100,4,23
1252,125200,4,27
1253,125300,1,28
1254,125400,2,2
1255,125500,6,8
1256,125600,3,11
1257,125700,6,17
1258,125800,2,19
1259,125900,4,23
1260,126000,3,26
1261,126100,2,28
1262,126200,2,2
1263,126300,6,8
1264,126400,4,12
1265,126500,3,15
1266,126600,1,16
1267,126700,3,19
1268,126800,4,23
1269,126900,4,27
1270,127000,1,28
1271,127100,3,3
1272,127200,5,8
1273,127300,3,11
1274,127400,5,16
1275,127500,3,19
1276,127600,3,22
1277,127700,4,26
1278,127800,3,29
1279,127900,2,31
1280,128000,6,37
1281,128100,6,43
1282,128200,1,44
1283,128300,6,50
1284,128400,5,55
1285,128500,3,58
1286,128600,4,62
1287,128700,7,69
1288,128800,6,75
1289,128900,5,80
1290,129000,4,84
1291,129100,5,89
1292,129200,5,94
1293,129300,3,97
1294,129400,6,103
1295,129500,6,109
1296,129600,2,111
1297,129700,7,118
1298,129800,4,122
1299,129900,6,128
1300,130000,6,134
1301,130100,2,136
1302,130200,4,140
1303,130300,5,145
1304,130400,2,147
1305,130500,5,152
1306,130600,5,157
1307,130700,2,159
1308,130800,5,164
1309,130900,4,168
1310,131000,3,171
1311,131100,3,174
1312,131200,2,176
1313,131300,3,179
1314,131400,2,181
1315,131500,6,187
1316,131600,5,192
1317,131700,5,197
1318,131800,3,200
1319,131900,6,206
1320,132000,2,208
1321,132100,0,208
1322,132200,6,214
1323,132300,6,220
1324,132400,7,227
1325,132500,5,232
1326,132600,1,233
1327,132700,6,239
1328,132800,7,246
1329,132900,3,249
1330,133000,3,252
1331,133100,4,256
1332,133200,4,260
1333,133300,3,263
1334,133400,3,266
1335,133500,3,269
1336,133600,6,275
1337,133700,4,279
1338,133800,2,281
1339,133900,2,283
1340,134000,4,287
1341,134100,2,289
1342,134200,6,295
1343,134300,1,296
1344,134400,4,300
1345,134500,5,305
1346,134600,5,310
1347,134700,5,315
1348,134800,6,321
1349,134900,0,0
1350,135000,5,5
1351,135100,5,10
1352,135200,4,14
1353,135300,4,18
1354,135400,4,22
1355,135500,7,29
1356,135600,5,34
1357,135700,5,39
1358,135800,2,41
1359,135900,4,45
1360,136000,3,48
1361,136100,6,54
1362,136200,1,1
1363,136300,6,7
1364,136400,4,11
1365,136500,4,15
1366,136600,3,18
1367,136700,4,22
1368,136800,6,28
1369,136900,2,30
1370,137000,4,34
1371,137100,3,37
1372,137200,4,41
1373,137300,5,46
1374,137400,0,46
1375,137500,7,53
1376,137600,6,59
1377,137700,6,65
1378,137800,4,69
1379,137900,4,73
1380,138000,5,78
1381,138100,3,81
1382,138200,6,87
1383,138300,1,88
1384,138400,5,93
1385,138500,4,97
1386,138600,5,102
1387,138700,3,105
1388,138800,2,107
1389,138900,4,111
1390,139000,4,115
1391,139100,6,121
1392,139200,2,123
1393,139300,6,129
1394,139400,3,132
1395,139500,4,136
1396,139600,3,139
1397,139700,4,143
1398,139800,1,144
1399,139900,6,150
1400,140000,6,156
1401,140100,5,161
1402,140200,6,167
1403,140300,5,172
1404,140400,2,174
1405,140500,0,174
1406,140600,4,178
1407,140700,4,182
1408,140800,7,189
1409,140900,6,195
1410,141000,4,199
1411,141100,1,200
1412,141200,5,205
1413,141300,4,209
1414,141400,2,211
1415,141500,6,217
1416,141600,4,221
1417,141700,6,227
1418,141800,4,231
1419,141900,4,235
1420,142000,5,240
1421,142100,5,245
1422,142200,4,4
1423,142300,5,9
1424,142400,5,14
1425,142500,2,16
1426,142600,3,19
1427,142700,5,24
1428,142800,5,29
1429,142900,3,32
1430,143000,6,38
1431,143100,4,42
1432,143200,4,46
1433,143300,6,52
1434,143400,1,53
1435,143500,5,58
1436,143600,6,64
1437,143700,6,70
1438,143800,4,74
1439,143900,7,81
1440,144000,3,84
1441,144100,4,88
1442,144200,6,94
1443,144300,3,97
1444,144400,0,97
1445,144500,4,101
1446,144600,4,105
1447,144700,5,110
1448,144800,6,116
1449,144900,2,118
1450,145000,7,125
1451,145100,4,129
1452,145200,5,134
1453,145300,3,137
1454,145400,4,141
1455,145500,4,145
1456,145600,6,151
1457,145700,7,158
1458,145800,4,162
1459,145900,4,166
1460,146000,4,170
1461,146100,2,172
1462,146200,1,173
1463,146300,2,175
1464,146400,3,178
1465,146500,2,180
1466,146600,2,182
1467,146700,6,188
1468,146800,2,190
1469,146900,6,196
1470,147000,5,201
1471,147100,4,205
1472,147200,3,208
1473,147300,0,208
1474,147400,3,211
1475,147500,6,217
1476,147600,4,221
1477,147700,4,225
1478,147800,4,229
1479,147900,7,236
1480,148000,7,243
1481,148100,6,249
1482,148200,5,254
1483,148300,3,257
1484,148400,3,260
1485,148500,4,264
1486,148600,3,267
1487,148700,4,271
1488,148800,5,276
1489,148900,2,278
1490,149000,5,283
1491,149100,3,286
1492,149200,5,291
1493,149300,2,293
1494,149400,1,294
1495,149500,4,298
1496,149600,6,304
1497,149700,4,308
