window,step,throughput,cumulative_throughput
553,55300,0,10
554,55400,2,12
555,55500,3,3
556,55600,6,9
557,55700,1,10
558,55800,2,12
559,55900,1,13
560,56000,1,14
561,56100,5,5
562,56200,5,10
563,56300,0,10
564,56400,3,13
565,56500,1,14
566,56600,4,4
567,56700,6,10
568,56800,0,10
569,56900,2,12
570,57000,1,13
571,57100,5,5
572,57200,5,10
573,57300,0,10
574,57400,3,13
575,57500,1,14
576,57600,2,16
577,57700,1,17
578,57800,1,18
579,57900,1,1
580,58000,6,7
581,58100,3,10
582,58200,1,11
583,58300,2,13
584,58400,1,14
585,58500,5,5
586,58600,5,10
587,58700,0,10
588,58800,3,13
589,58900,1,14
590,59000,2,2
591,59100,6,8
592,59200,2,10
593,59300,2,12
594,59400,1,13
595,59500,1,14
596,59600,5,5
597,59700,5,10
598,59800,0,10
599,59900,2,12
600,60000,2,14
601,60100,5,5
602,60200,5,10
603,60300,0,10
604,60400,3,13
605,60500,1,14
606,60600,5,5
607,60700,5,10
608,60800,0,10
609,60900,2,12
610,61000,1,13
611,61100,5,5
612,61200,5,10
613,61300,0,10
614,61400,2,12
615,61500,1,13
616,61600,6,6
617,61700,4,10
618,61800,1,11
619,61900,1,12
620,62000,2,14
621,62100,5,5
622,62200,5,10
623,62300,0,10
624,62400,2,12
625,62500,1,13
626,62600,6,6
627,62700,4,10
628,62800,1,11
629,62900,2,13
630,63000,1,14
631,63100,2,16
632,63200,5,5
633,63300,5,10
634,63400,0,10
635,63500,2,12
636,63600,1,13
637,63700,2,15
638,63800,0,15
639,63900,6,21
640,64000,2,23
641,64100,1,24
642,64200,1,25
643,64300,2,27
644,64400,2,29
645,64500,4,33
646,64600,3,36
647,64700,3,39
648,64800,5,44
649,64900,0,44
650,65000,4,48
651,65100,0,48
652,65200,6,54
653,65300,2,56
654,65400,2,58
655,65500,2,60
656,65600,1,61
657,65700,8,69
658,65800,1,70
659,65900,4,74
660,66000,2,76
661,66100,3,79
662,66200,2,81
663,66300,1,82
664,66400,2,84
665,66500,2,86
666,66600,3,89
667,66700,6,95
668,66800,2,97
669,66900,4,101
670,67000,3,104
671,67100,1,105
672,67200,7,112
673,67300,3,115
674,67400,2,117
675,67500,4,121
676,67600,2,123
677,67700,2,125
678,67800,1,126
679,67900,6,132
680,68000,5,137
681,68100,0,137
682,68200,4,141
683,68300,2,143
684,68400,2,145
685,68500,2,147
686,68600,3,150
687,68700,0,150
688,68800,2,152
689,68900,8,160
690,69000,1,161
691,69100,4,165
692,69200,5,170
693,69300,5,175
694,69400,0,175
695,69500,4,179
696,69600,1,180
697,69700,5,185
698,69800,2,187
699,69900,2,189
700,70000,3,192
701,70100,4,196
702,70200,0,196
703,70300,2,198
704,70400,3,201
705,70500,5,206
706,70600,2,208
707,70700,0,208
708,70800,6,214
709,70900,6,220
710,71000,2,222
711,71100,2,224
712,71200,2,226
713,71300,0,226
714,71400,7,233
715,71500,5,238
716,71600,1,239
717,71700,3,242
718,71800,1,243
719,71900,5,248
720,72000,4,252
721,72100,4,256
722,72200,0,256
723,72300,3,259
724,72400,6,265
725,72500,2,267
726,72600,0,267
727,72700,6,273
728,72800,5,278
729,72900,4,282
730,73000,0,282
731,73100,2,284
732,73200,3,287
733,73300,1,288
734,73400,3,291
735,73500,1,292
736,73600,6,298
737,73700,1,299
738,73800,5,304
739,73900,0,304
740,74000,2,306
741,74100,3,309
742,74200,1,310
743,74300,1,311
744,74400,1,312
745,74500,4,316
746,74600,1,317
747,74700,2,319
748,74800,1,320
749,74900,2,322
750,75000,1,323
751,75100,1,324
752,75200,4,328
753,75300,1,329
754,75400,2,331
755,75500,2,333
756,75600,3,336
757,75700,7,343
758,75800,4,347
759,75900,4,351
760,76000,1,352
761,76100,0,352
762,76200,2,354
763,76300,2,356
764,76400,2,358
765,76500,2,360
766,76600,5,365
767,76700,5,370
768,76800,3,373
769,76900,1,374
770,77000,4,378
771,77100,8,386
772,77200,6,392
773,77300,3,395
774,77400,0,395
775,77500,2,397
776,77600,1,398
777,77700,3,401
778,77800,1,402
779,77900,3,405
780,78000,3,408
781,78100,7,415
782,78200,3,418
783,78300,4,422
784,78400,5,427
785,78500,0,427
786,78600,4,431
787,78700,2,433
788,78800,8,441
789,78900,7,448
790,79000,3,451
791,79100,4,455
792,79200,6,461
793,79300,4,465
794,79400,3,468
795,79500,0,468
796,79600,5,473
797,79700,3,476
798,79800,7,483
799,79900,4,487
800,80000,0,487
801,80100,3,490
802,80200,7,497
803,80300,2,499
804,80400,1,500
805,80500,6,506
806,80600,7,513
807,80700,3,516
808,80800,0,516
809,80900,3,519
810,81000,7,526
811,81100,3,529
812,81200,0,529
813,81300,8,537
814,81400,6,543
815,81500,3,546
816,81600,2,548
817,81700,1,549
818,81800,2,551
819,81900,1,552
820,82000,2,554
821,82100,1,555
822,82200,2,557
823,82300,1,558
824,82400,4,562
825,82500,1,563
826,82600,4,567
827,82700,5,572
828,82800,5,577
829,82900,0,577
830,83000,3,580
831,83100,7,587
832,83200,3,590
833,83300,2,592
834,83400,7,599
835,83500,7,606
836,83600,4,610
837,83700,3,613
838,83800,2,615
839,83900,1,616
840,84000,2,618
841,84100,1,619
842,84200,1,620
843,84300,2,622
844,84400,1,623
845,84500,2,625
846,84600,5,630
847,84700,1,631
848,84800,4,635
849,84900,3,638
850,85000,3,641
851,85100,4,645
852,85200,1,646
853,85300,5,651
854,85400,7,658
855,85500,3,661
856,85600,0,661
857,85700,4,665
858,85800,3,668
859,85900,7,675
860,86000,5,680
861,86100,0,680
862,86200,5,685
863,86300,3,688
864,86400,4,692
865,86500,5,697
866,86600,3,700
867,86700,2,702
868,86800,4,706
869,86900,2,708
870,87000,3,711
871,87100,0,711
872,87200,1,712
873,87300,5,717
874,87400,5,722
875,87500,5,727
876,87600,3,730
877,87700,4,734
878,87800,3,737
879,87900,3,740
880,88000,3,743
881,88100,4,747
882,88200,3,750
883,88300,2,752
884,88400,2,754
885,88500,1,755
886,88600,2,757
887,88700,1,758
888,88800,2,760
889,88900,1,761
890,89000,1,762
891,89100,2,764
892,89200,2,766
893,89300,4,770
894,89400,3,773
895,89500,4,777
896,89600,6,783
897,89700,2,785
898,89800,3,788
899,89900,2,790
900,90000,2,792
901,90100,2,794
902,90200,0,794
903,90300,3,797
904,90400,3,800
905,90500,2,802
906,90600,2,804
907,90700,2,806
908,90800,2,808
909,90900,1,809
910,91000,2,811
911,91100,3,814
912,91200,2,816
913,91300,2,818
914,91400,1,819
915,91500,2,821
916,91600,2,823
917,91700,2,825
918,91800,2,827
919,91900,2,829
920,92000,4,833
921,92100,1,834
922,92200,4,838
923,92300,3,841
924,92400,3,844
925,92500,3,847
926,92600,1,848
927,92700,3,851
928,92800,1,852
929,92900,2,854
930,93000,1,855
931,93100,2,857
932,93200,2,859
933,93300,2,861
934,93400,1,862
935,93500,1,863
936,93600,2,865
937,93700,1,866
938,93800,2,868
939,93900,2,870
940,94000,4,874
941,94100,1,875
942,94200,4,879
943,94300,3,882
944,94400,1,883
945,94500,3,886
946,94600,1,887
947,94700,2,889
948,94800,1,890
949,94900,2,892
950,95000,2,894
951,95100,3,897
952,95200,5,902
953,95300,6,908
954,95400,3,911
955,95500,4,915
956,95600,4,919
957,95700,2,921
958,95800,4,925
959,95900,0,925
960,96000,5,930
961,96100,3,933
962,96200,4,937
963,96300,0,937
964,96400,7,944
965,96500,6,950
966,96600,5,955
967,96700,3,958
968,96800,4,962
969,96900,5,967
970,97000,4,971
971,97100,5,976
972,97200,2,978
973,97300,4,982
974,97400,2,984
975,97500,2,986
976,97600,2,988
977,97700,1,989
978,97800,3,992
979,97900,1,993
980,98000,4,997
981,98100,3,1000
982,98200,5,1005
983,98300,4,1009
984,98400,0,1009
985,98500,5,1014
986,98600,7,1021
987,98700,7,1028
988,98800,5,1033
989,98900,3,1036
990,99000,8,1044
991,99100,7,1051
992,99200,0,1051
993,99300,2,1053
994,99400,7,1060
995,99500,7,1067
996,99600,6,1073
997,99700,1,1074
998,99800,0,1074
999,99900,2,1076
1000,100000,1,1077
1001,100100,2,1079
1002,100200,6,6
1003,100300,4,10
1004,100400,2,12
1005,100500,1,13
1006,100600,1,14
1007,100700,2,16
1008,100800,5,5
1009,100900,5,10
1010,101000,0,10
1011,101100,3,13
1012,101200,2,15
1013,101300,2,17
1014,101400,5,5
1015,101500,5,10
1016,101600,0,10
1017,101700,2,12
1018,101800,1,13
1019,101900,2,15
1020,102000,3,18
1021,102100,2,20
1022,102200,4,24
1023,102300,0,24
1024,102400,7,31
1025,102500,3,34
1026,102600,4,38
1027,102700,4,42
1028,102800,2,44
1029,102900,4,48
1030,103000,3,51
1031,103100,4,55
1032,103200,6,61
1033,103300,0,61
1034,103400,3,64
1035,103500,8,72
1036,103600,1,73
1037,103700,7,80
1038,103800,3,83
1039,103900,4,87
1040,104000,1,88
1041,104100,6,94
1042,104200,3,97
1043,104300,2,99
1044,104400,7,106
1045,104500,0,106
1046,104600,4,110
1047,104700,2,112
1048,104800,2,2
1049,104900,6,8
1050,105000,2,10
1051,105100,2,12
1052,105200,2,14
1053,105300,2,16
1054,105400,2,18
1055,105500,2,2
1056,105600,6,8
1057,105700,2,10
1058,105800,2,12
1059,105900,2,14
1060,106000,2,16
1061,106100,4,4
1062,106200,5,9
1063,106300,1,10
1064,106400,3,13
1065,106500,2,15
1066,106600,2,17
1067,106700,4,21
1068,106800,2,23
1069,106900,3,26
1070,107000,0,26
1071,107100,5,31
1072,107200,2,33
1073,107300,3,36
1074,107400,1,37
1075,107500,6,43
1076,107600,1,44
1077,107700,4,48
1078,107800,5,53
1079,107900,0,53
1080,108000,7,60
1081,108100,5,65
1082,108200,1,66
1083,108300,0,66
1084,108400,6,72
1085,108500,2,74
1086,108600,3,77
1087,108700,3,80
1088,108800,3,83
1089,108900,5,88
1090,109000,4,92
1091,109100,0,92
1092,109200,7,99
1093,109300,0,99
1094,109400,8,107
1095,109500,10,117
1096,109600,5,122
1097,109700,2,124
1098,109800,0,124
1099,109900,3,127
1100,110000,1,128
1101,110100,2,130
1102,110200,1,131
1103,110300,2,133
1104,110400,2,135
1105,110500,2,137
1106,110600,5,142
1107,110700,7,149
1108,110800,2,151
1109,110900,1,152
1110,111000,3,155
1111,111100,2,157
1112,111200,3,160
1113,111300,8,168
1114,111400,6,174
1115,111500,7,181
1116,111600,7,188
1117,111700,9,197
1118,111800,8,205
1119,111900,2,207
1120,112000,1,208
1121,112100,0,208
1122,112200,5,213
1123,112300,4,217
1124,112400,4,221
1125,112500,5,226
1126,112600,2,228
1127,112700,3,231
1128,112800,2,233
1129,112900,4,237
1130,113000,1,238
1131,113100,4,242
1132,113200,6,248
1133,113300,0,248
1134,113400,6,254
1135,113500,2,256
1136,113600,1,257
1137,113700,6,263
1138,113800,0,263
1139,113900,4,267
1140,114000,7,274
1141,114100,1,275
1142,114200,8,283
1143,114300,3,286
1144,114400,4,290
1145,114500,0,290
1146,114600,4,294
1147,114700,5,299
1148,114800,5,304
1149,114900,3,307
1150,115000,1,308
1151,115100,3,311
1152,115200,5,316
1153,115300,7,323
1154,115400,5,328
1155,115500,4,332
1156,115600,0,332
1157,115700,5,337
1158,115800,7,344
1159,115900,8,352
1160,116000,4,356
1161,116100,5,361
1162,116200,7,368
1163,116300,3,371
1164,116400,2,373
1165,116500,0,373
1166,116600,4,377
1167,116700,5,382
1168,116800,1,383
1169,116900,6,389
1170,117000,3,392
1171,117100,4,396
1172,117200,5,401
1173,117300,5,406
1174,117400,6,412
1175,117500,2,414
1176,117600,5,419
1177,117700,3,422
1178,117800,5,427
1179,117900,8,435
1180,118000,1,436
1181,118100,5,441
1182,118200,4,445
1183,118300,5,450
1184,118400,3,453
1185,118500,3,456
1186,118600,6,462
1187,118700,0,462
1188,118800,5,467
1189,118900,1,468
1190,119000,4,472
1191,119100,1,473
1192,119200,4,477
1193,119300,7,484
1194,119400,4,488
1195,119500,8,496
1196,119600,2,498
1197,119700,7,505
1198,119800,2,507
1199,119900,6,513
1200,120000,2,515
1201,120100,6,521
1202,120200,4,525
1203,120300,3,528
1204,120400,1,529
1205,120500,6,535
1206,120600,3,538
1207,120700,3,541
1208,120800,3,544
1209,120900,3,547
1210,121000,2,549
1211,121100,5,554
1212,121200,7,561
1213,121300,4,565
1214,121400,3,568
1215,121500,5,573
1216,121600,7,580
1217,121700,3,583
1218,121800,4,587
1219,121900,6,593
1220,122000,5,598
1221,122100,4,602
1222,122200,6,608
1223,122300,1,609
1224,122400,5,614
1225,122500,7,621
1226,122600,5,626
1227,122700,5,631
1228,122800,6,637
1229,122900,3,640
1230,123000,6,646
1231,123100,5,651
1232,123200,6,657
1233,123300,5,662
1234,123400,1,663
1235,123500,4,667
1236,123600,5,672
1237,123700,1,673
1238,123800,2,675
1239,123900,8,683
1240,124000,6,689
1241,124100,1,690
1242,124200,5,695
1243,124300,3,698
1244,124400,8,706
1245,124500,3,709
1246,124600,3,712
1247,124700,5,717
1248,124800,3,720
1249,124900,6,726
1250,125000,4,730
1251,125100,4,734
1252,125200,6,740
1253,125300,5,745
1254,125400,1,746
1255,125500,7,753
1256,125600,4,757
1257,125700,2,759
1258,125800,4,763
1259,125900,4,767
1260,126000,4,771
1261,126100,2,773
1262,126200,3,776
1263,126300,0,776
1264,126400,6,782
1265,126500,3,785
1266,126600,5,790
1267,126700,5,795
1268,126800,5,800
1269,126900,4,804
1270,127000,2,806
1271,127100,8,814
1272,127200,6,820
1273,127300,3,823
1274,127400,3,826
1275,127500,4,830
1276,127600,7,837
1277,127700,4,841
1278,127800,3,844
1279,127900,5,849
1280,128000,7,856
1281,128100,3,859
1282,128200,7,866
1283,128300,5,871
1284,128400,4,875
1285,128500,4,879
1286,128600,1,880
1287,128700,6,886
1288,128800,3,889
1289,128900,2,891
1290,129000,4,895
1291,129100,5,900
1292,129200,5,905
1293,129300,6,911
1294,129400,6,917
1295,129500,4,921
1296,129600,4,925
1297,129700,4,929
1298,129800,2,931
1299,129900,5,936
1300,130000,6,942
1301,130100,1,943
1302,130200,10,953
1303,130300,4,957
1304,130400,5,962
1305,130500,2,964
1306,130600,7,971
1307,130700,0,971
1308,130800,5,976
1309,130900,2,978
1310,131000,0,978
1311,131100,10,988
1312,131200,8,996
1313,131300,6,1002
1314,131400,6,1008
1315,131500,1,1009
1316,131600,5,1014
1317,131700,7,1021
1318,131800,2,1023
1319,131900,7,1030
1320,132000,4,1034
1321,132100,8,1042
1322,132200,2,1044
1323,132300,3,1047
1324,132400,7,1054
1325,132500,10,1064
1326,132600,3,1067
1327,132700,5,1072
1328,132800,9,1081
1329,132900,3,1084
1330,133000,4,1088
1331,133100,5,1093
1332,133200,3,1096
1333,133300,2,1098
1334,133400,8,1106
1335,133500,4,1110
1336,133600,7,1117
1337,133700,7,1124
1338,133800,1,1125
1339,133900,7,1132
1340,134000,2,1134
1341,134100,4,1138
1342,134200,5,1143
1343,134300,2,1145
1344,134400,4,1149
1345,134500,4,1153
1346,134600,1,1154
1347,134700,5,1159
1348,134800,10,1169
1349,134900,5,1174
1350,135000,5,1179
1351,135100,7,1186
1352,135200,1,1187
1353,135300,5,1192
1354,135400,1,1193
1355,135500,2,1195
1356,135600,7,1202
1357,135700,6,1208
1358,135800,5,1213
1359,135900,1,1214
1360,136000,8,1222
1361,136100,3,1225
1362,136200,2,1227
1363,136300,8,1235
1364,136400,6,1241
1365,136500,4,1245
1366,136600,3,1248
1367,136700,7,1255
1368,136800,3,1258
1369,136900,5,1263
1370,137000,4,1267
1371,137100,5,1272
1372,137200,4,1276
1373,137300,1,1277
1374,137400,3,1280
1375,137500,7,1287
1376,137600,5,1292
1377,137700,6,1298
1378,137800,5,1303
1379,137900,5,1308
1380,138000,3,1311
1381,138100,6,1317
1382,138200,8,1325
1383,138300,5,1330
1384,138400,6,1336
1385,138500,3,1339
1386,138600,5,1344
1387,138700,5,1349
1388,138800,8,1357
1389,138900,4,1361
1390,139000,6,1367
1391,139100,4,1371
1392,139200,5,1376
1393,139300,5,1381
1394,139400,3,1384
1395,139500,4,1388
1396,139600,8,1396
1397,139700,6,1402
1398,139800,6,1408
1399,139900,4,1412
1400,140000,6,1418
1401,140100,9,1427
1402,140200,5,1432
1403,140300,5,1437
1404,140400,3,1440
1405,140500,1,1441
1406,140600,7,1448
1407,140700,3,1451
1408,140800,5,1456
1409,140900,2,1458
1410,141000,3,1461
1411,141100,6,1467
1412,141200,4,1471
1413,141300,6,1477
1414,141400,3,1480
1415,141500,6,1486
1416,141600,5,1491
1417,141700,6,1497
1418,141800,7,1504
1419,141900,7,1511
1420,142000,3,1514
1421,142100,6,1520
1422,142200,8,1528
1423,142300,6,1534
1424,142400,4,1538
1425,142500,7,1545
1426,142600,7,1552
1427,142700,6,1558
1428,142800,5,1563
1429,142900,3,1566
1430,143000,9,1575
1431,143100,7,1582
1432,143200,3,1585
1433,143300,6,1591
1434,143400,7,1598
1435,143500,7,1605
1436,143600,6,1611
1437,143700,2,1613
1438,143800,5,1618
1439,143900,8,1626
1440,144000,5,1631
1441,144100,5,1636
1442,144200,4,1640
1443,144300,7,1647
1444,144400,5,1652
1445,144500,4,1656
1446,144600,7,1663
1447,144700,7,1670
1448,144800,5,1675
1449,144900,4,1679
1450,145000,5,1684
1451,145100,5,1689
1452,145200,2,1691
1453,145300,5,1696
1454,145400,6,1702
1455,145500,2,1704
1456,145600,5,1709
1457,145700,5,1714
1458,145800,2,1716
1459,145900,7,1723
1460,146000,4,1727
1461,146100,8,1735
1462,146200,6,1741
1463,146300,4,1745
1464,146400,8,1753
1465,146500,7,1760
1466,146600,5,1765
1467,146700,7,1772
1468,146800,6,1778
1469,146900,4,1782
1470,147000,9,1791
1471,147100,5,1796
1472,147200,4,1800
1473,147300,8,1808
1474,147400,6,1814
1475,147500,6,1820
1476,147600,8,1828
1477,147700,4,1832
1478,147800,6,1838
