window,step,throughput,cumulative_throughput
430,43000,2,234
431,43100,1,235
432,43200,2,237
433,43300,3,240
434,43400,2,242
435,43500,3,245
436,43600,5,250
437,43700,1,251
438,43800,3,254
439,43900,1,255
440,44000,2,257
441,44100,2,259
442,44200,2,261
443,44300,6,267
444,44400,3,270
445,44500,3,273
446,44600,3,276
447,44700,1,277
448,44800,4,281
449,44900,2,283
450,45000,3,286
451,45100,4,290
452,45200,4,294
453,45300,2,296
454,45400,2,298
455,45500,1,299
456,45600,2,301
457,45700,4,305
458,45800,2,307
459,45900,6,313
460,46000,2,315
461,46100,1,316
462,46200,4,320
463,46300,5,325
464,46400,1,326
465,46500,1,327
466,46600,2,329
467,46700,2,331
468,46800,3,334
469,46900,0,334
470,47000,2,336
471,47100,1,337
472,47200,2,339
473,47300,3,342
474,47400,4,346
475,47500,2,2
476,47600,4,6
477,47700,2,8
478,47800,4,12
479,47900,2,14
480,48000,2,16
481,48100,3,19
482,48200,3,22
483,48300,2,24
484,48400,1,25
485,48500,3,28
486,48600,2,30
487,48700,2,32
488,48800,2,34
489,48900,2,36
490,49000,2,38
491,49100,1,39
492,49200,3,42
493,49300,1,43
494,49400,3,46
495,49500,3,49
496,49600,1,50
497,49700,4,54
498,49800,2,56
499,49900,2,58
500,50000,2,60
501,50100,4,64
502,50200,4,68
503,50300,1,69
504,50400,3,72
505,50500,6,78
506,50600,3,81
507,50700,3,84
508,50800,1,85
509,50900,2,87
510,51000,2,89
511,51100,4,93
512,51200,2,95
513,51300,2,97
514,51400,2,99
515,51500,2,101
516,51600,3,104
517,51700,3,107
518,51800,3,110
519,51900,1,111
520,52000,5,116
521,52100,2,118
522,52200,2,120
523,52300,2,122
524,52400,3,125
525,52500,4,129
526,52600,2,131
527,52700,1,132
528,52800,1,133
529,52900,2,135
530,53000,2,137
531,53100,2,139
532,53200,3,142
533,53300,3,145
534,53400,2,147
535,53500,1,148
536,53600,2,150
537,53700,3,153
538,53800,5,158
539,53900,3,161
540,54000,4,165
541,54100,2,167
542,54200,1,168
543,54300,2,170
544,54400,2,172
545,54500,4,176
546,54600,2,178
547,54700,2,180
548,54800,4,184
549,54900,3,187
550,55000,1,188
551,55100,8,196
552,55200,0,196
553,55300,2,198
554,55400,5,203
555,55500,0,203
556,55600,5,208
557,55700,2,210
558,55800,2,212
559,55900,1,213
560,56000,6,219
561,56100,1,220
562,56200,2,222
563,56300,1,223
564,56400,3,226
565,56500,2,228
566,56600,2,230
567,56700,8,238
568,56800,1,239
569,56900,1,240
570,57000,4,244
571,57100,2,246
572,57200,3,249
573,57300,4,253
574,57400,2,255
575,57500,4,259
576,57600,2,261
577,57700,2,263
578,57800,6,269
579,57900,0,269
580,58000,6,275
581,58100,4,279
582,58200,2,281
583,58300,4,285
584,58400,3,288
585,58500,1,289
586,58600,3,292
587,58700,1,293
588,58800,3,296
589,58900,1,297
590,59000,1,298
591,59100,2,300
592,59200,4,304
593,59300,2,306
594,59400,3,309
595,59500,2,311
596,59600,2,313
597,59700,3,316
598,59800,5,321
599,59900,2,323
600,60000,4,327
601,60100,2,329
602,60200,5,334
603,60300,3,337
604,60400,1,338
605,60500,7,345
606,60600,3,348
607,60700,1,349
608,60800,2,351
609,60900,2,353
610,61000,5,358
611,61100,2,360
612,61200,5,365
613,61300,2,367
614,61400,6,373
615,61500,2,375
616,61600,6,381
617,61700,3,384
618,61800,2,386
619,61900,2,388
620,62000,4,392
621,62100,2,394
622,62200,2,396
623,62300,3,399
624,62400,3,402
625,62500,4,406
626,62600,3,409
627,62700,1,410
628,62800,3,413
629,62900,1,414
630,63000,2,416
631,63100,3,419
632,63200,3,422
633,63300,7,429
634,63400,5,434
635,63500,2,436
636,63600,2,438
637,63700,4,442
638,63800,3,445
639,63900,3,448
640,64000,6,454
641,64100,3,457
642,64200,3,460
643,64300,3,463
644,64400,1,464
645,64500,3,467
646,64600,2,469
647,64700,5,474
648,64800,3,477
649,64900,0,477
650,65000,5,482
651,65100,5,487
652,65200,4,491
653,65300,4,495
654,65400,4,499
655,65500,3,502
656,65600,4,506
657,65700,6,512
658,65800,3,515
659,65900,4,519
660,66000,5,524
661,66100,6,530
662,66200,5,535
663,66300,5,540
664,66400,3,543
665,66500,2,545
666,66600,6,551
667,66700,8,559
668,66800,6,565
669,66900,4,569
670,67000,7,576
671,67100,5,581
672,67200,3,584
673,67300,5,589
674,67400,4,593
675,67500,4,597
676,67600,5,602
677,67700,4,606
678,67800,4,610
679,67900,5,615
680,68000,3,618
681,68100,4,622
682,68200,4,626
683,68300,6,632
684,68400,5,637
685,68500,4,641
686,68600,3,644
687,68700,3,647
688,68800,4,651
689,68900,1,652
690,69000,4,656
691,69100,6,662
692,69200,5,667
693,69300,5,672
694,69400,4,676
695,69500,7,683
696,69600,5,688
697,69700,5,693
698,69800,5,698
699,69900,1,699
700,70000,6,705
701,70100,3,708
702,70200,5,713
703,70300,2,715
704,70400,4,719
705,70500,5,724
706,70600,2,726
707,70700,8,734
708,70800,2,736
709,70900,4,740
710,71000,5,745
711,71100,6,751
712,71200,4,755
713,71300,5,760
714,71400,4,764
715,71500,6,770
716,71600,5,775
717,71700,4,779
718,71800,5,784
719,71900,4,788
720,72000,4,792
721,72100,4,796
722,72200,4,800
723,72300,4,804
724,72400,7,811
725,72500,3,814
726,72600,3,817
727,72700,2,819
728,72800,1,820
729,72900,3,823
730,73000,3,826
731,73100,6,832
732,73200,2,834
733,73300,3,837
734,73400,4,841
735,73500,3,844
736,73600,4,848
737,73700,5,853
738,73800,4,857
739,73900,7,864
740,74000,4,868
741,74100,4,872
742,74200,4,876
743,74300,3,879
744,74400,6,885
745,74500,4,889
746,74600,5,894
747,74700,4,898
748,74800,5,903
749,74900,4,907
750,75000,4,911
751,75100,3,914
752,75200,3,917
753,75300,2,919
754,75400,4,923
755,75500,6,929
756,75600,7,936
757,75700,5,941
758,75800,2,943
759,75900,5,948
760,76000,1,949
761,76100,2,951
762,76200,2,953
763,76300,6,959
764,76400,3,962
765,76500,6,968
766,76600,2,970
767,76700,3,973
768,76800,5,978
769,76900,7,985
770,77000,3,988
771,77100,4,992
772,77200,6,998
773,77300,4,1002
774,77400,6,1008
775,77500,5,1013
776,77600,5,1018
777,77700,4,1022
778,77800,4,1026
779,77900,4,1030
780,78000,4,1034
781,78100,4,1038
782,78200,5,1043
783,78300,3,1046
784,78400,2,1048
785,78500,4,1052
786,78600,2,1054
787,78700,3,1057
788,78800,1,1058
789,78900,4,1062
790,79000,8,1070
791,79100,3,1073
792,79200,7,1080
793,79300,2,1082
794,79400,2,1084
795,79500,2,1086
796,79600,5,1091
797,79700,5,1096
798,79800,3,1099
799,79900,2,1101
800,80000,4,1105
801,80100,5,1110
802,80200,3,1113
803,80300,3,1116
804,80400,4,1120
805,80500,7,1127
806,80600,8,1135
807,80700,6,1141
808,80800,6,1147
809,80900,6,1153
810,81000,4,1157
811,81100,8,1165
812,81200,6,1171
813,81300,4,1175
814,81400,6,1181
815,81500,6,1187
816,81600,7,1194
817,81700,3,1197
818,81800,5,1202
819,81900,7,1209
820,82000,6,1215
821,82100,8,1223
822,82200,7,1230
823,82300,6,1236
824,82400,3,1239
825,82500,4,1243
826,82600,8,1251
827,82700,4,1255
828,82800,6,1261
829,82900,6,1267
830,83000,2,1269
831,83100,10,1279
832,83200,7,1286
833,83300,7,1293
834,83400,7,1300
835,83500,7,1307
836,83600,4,1311
837,83700,7,1318
838,83800,8,1326
839,83900,7,1333
840,84000,5,1338
841,84100,7,1345
842,84200,8,1353
843,84300,6,1359
844,84400,5,1364
845,84500,2,1366
846,84600,3,1369
847,84700,3,1372
848,84800,9,1381
849,84900,6,1387
850,85000,8,1395
851,85100,9,1404
852,85200,3,1407
853,85300,3,1410
854,85400,3,1413
855,85500,3,1416
856,85600,5,1421
857,85700,6,1427
858,85800,4,1431
859,85900,3,1434
860,86000,3,1437
861,86100,5,1442
862,86200,5,1447
863,86300,6,1453
864,86400,6,1459
865,86500,6,1465
866,86600,6,1471
867,86700,2,1473
868,86800,6,1479
869,86900,6,1485
870,87000,7,1492
871,87100,1,1493
872,87200,4,1497
873,87300,6,1503
874,87400,6,1509
875,87500,4,1513
876,87600,6,1519
877,87700,5,1524
878,87800,5,1529
879,87900,7,1536
880,88000,3,1539
881,88100,4,1543
882,88200,9,1552
883,88300,8,1560
884,88400,4,1564
885,88500,5,1569
886,88600,7,1576
887,88700,5,1581
888,88800,0,1581
889,88900,5,1586
890,89000,7,1593
891,89100,5,1598
892,89200,2,1600
893,89300,8,1608
894,89400,5,1613
895,89500,6,1619
896,89600,5,1624
897,89700,3,1627
898,89800,8,1635
899,89900,6,1641
900,90000,5,1646
901,90100,8,1654
902,90200,6,1660
903,90300,7,1667
904,90400,5,1672
905,90500,5,1677
906,90600,8,1685
907,90700,4,1689
908,90800,6,1695
909,90900,7,1702
910,91000,8,1710
911,91100,8,1718
912,91200,5,1723
913,91300,5,1728
914,91400,6,1734
915,91500,6,1740
916,91600,9,1749
917,91700,3,1752
918,91800,7,1759
919,91900,7,1766
920,92000,5,1771
921,92100,7,1778
922,92200,4,1782
923,92300,7,1789
924,92400,9,1798
925,92500,6,1804
926,92600,7,1811
927,92700,6,1817
928,92800,3,1820
929,92900,8,1828
930,93000,5,1833
931,93100,1,1834
932,93200,8,1842
933,93300,7,1849
934,93400,5,1854
935,93500,3,1857
936,93600,10,1867
937,93700,4,1871
938,93800,3,1874
939,93900,7,1881
940,94000,9,1890
941,94100,6,1896
942,94200,6,1902
943,94300,8,1910
944,94400,2,1912
945,94500,5,1917
946,94600,9,1926
947,94700,2,1928
948,94800,7,1935
949,94900,8,1943
950,95000,7,1950
951,95100,5,1955
952,95200,5,1960
953,95300,8,1968
954,95400,3,1971
955,95500,7,1978
956,95600,7,1985
957,95700,3,1988
958,95800,2,1990
959,95900,9,1999
960,96000,5,2004
961,96100,5,2009
962,96200,5,2014
963,96300,4,2018
964,96400,6,2024
965,96500,4,2028
966,96600,5,2033
967,96700,9,2042
968,96800,4,2046
969,96900,3,2049
970,97000,4,2053
971,97100,5,2058
972,97200,1,2059
973,97300,4,2063
974,97400,8,2071
975,97500,2,2073
976,97600,6,2079
977,97700,7,2086
978,97800,3,2089
979,97900,3,2092
980,98000,5,2097
981,98100,3,2100
982,98200,4,2104
983,98300,3,2107
984,98400,2,2109
985,98500,1,2110
986,98600,4,2114
987,98700,8,2122
988,98800,5,2127
989,98900,8,2135
990,99000,6,2141
991,99100,1,2142
992,99200,3,2145
993,99300,6,2151
994,99400,4,2155
995,99500,7,2162
996,99600,3,2165
997,99700,5,2170
998,99800,5,2175
999,99900,2,2177
1000,100000,4,2181
1001,100100,4,2185
1002,100200,7,2192
1003,100300,3,2195
1004,100400,5,2200
1005,100500,4,2204
1006,100600,3,2207
1007,100700,5,2212
1008,100800,8,2220
1009,100900,6,2226
1010,101000,2,2228
1011,101100,1,2229
1012,101200,7,2236
1013,101300,2,2238
1014,101400,0,2238
1015,101500,5,2243
1016,101600,4,2247
1017,101700,4,2251
1018,101800,7,2258
1019,101900,8,2266
1020,102000,0,2266
1021,102100,4,2270
1022,102200,6,2276
1023,102300,6,2282
1024,102400,1,2283
1025,102500,6,2289
1026,102600,5,2294
1027,102700,5,2299
1028,102800,7,2306
1029,102900,4,2310
1030,103000,2,2312
1031,103100,7,2319
1032,103200,3,2322
1033,103300,1,2323
1034,103400,5,2328
1035,103500,6,2334
1036,103600,6,2340
1037,103700,4,2344
1038,103800,6,2350
1039,103900,8,2358
1040,104000,4,2362
1041,104100,4,2366
1042,104200,1,2367
1043,104300,4,2371
1044,104400,8,2379
1045,104500,4,2383
1046,104600,5,2388
1047,104700,4,2392
1048,104800,1,2393
1049,104900,4,2397
1050,105000,6,2403
1051,105100,5,2408
1052,105200,4,2412
1053,105300,3,2415
1054,105400,2,2417
1055,105500,2,2419
1056,105600,6,2425
1057,105700,4,2429
1058,105800,5,2434
1059,105900,3,2437
1060,106000,8,2445
1061,106100,1,2446
1062,106200,5,2451
1063,106300,1,2452
1064,106400,1,2453
1065,106500,5,2458
1066,106600,3,2461
1067,106700,0,2461
1068,106800,4,2465
1069,106900,6,2471
1070,107000,4,2475
1071,107100,4,2479
1072,107200,5,2484
1073,107300,1,2485
1074,107400,6,2491
1075,107500,8,2499
1076,107600,5,2504
1077,107700,6,2510
1078,107800,1,2511
1079,107900,3,2514
1080,108000,5,2519
1081,108100,3,2522
1082,108200,6,2528
1083,108300,10,2538
1084,108400,1,2539
1085,108500,6,2545
1086,108600,9,2554
1087,108700,5,2559
1088,108800,3,2562
1089,108900,4,2566
1090,109000,7,2573
1091,109100,5,2578
1092,109200,8,2586
1093,109300,2,2588
1094,109400,2,2590
1095,109500,10,2600
1096,109600,5,2605
1097,109700,9,2614
1098,109800,4,2618
1099,109900,6,2624
1100,110000,9,2633
1101,110100,2,2635
1102,110200,6,2641
1103,110300,8,2649
1104,110400,6,2655
1105,110500,0,2655
1106,110600,9,2664
1107,110700,7,2671
1108,110800,6,2677
1109,110900,1,2678
1110,111000,11,2689
1111,111100,6,2695
1112,111200,3,2698
1113,111300,4,2702
1114,111400,4,2706
1115,111500,9,2715
1116,111600,1,2716
1117,111700,6,2722
1118,111800,9,2731
1119,111900,3,2734
1120,112000,5,2739
1121,112100,3,2742
1122,112200,3,2745
1123,112300,9,2754
1124,112400,5,2759
1125,112500,2,2761
1126,112600,5,2766
1127,112700,5,2771
1128,112800,3,2774
1129,112900,7,2781
1130,113000,6,2787
1131,113100,3,2790
1132,113200,4,2794
1133,113300,3,2797
1134,113400,4,2801
1135,113500,6,2807
1136,113600,7,2814
1137,113700,2,2816
1138,113800,7,2823
1139,113900,7,2830
1140,114000,5,2835
1141,114100,3,2838
1142,114200,8,2846
1143,114300,4,2850
1144,114400,3,2853
1145,114500,3,2856
1146,114600,3,2859
1147,114700,2,2861
1148,114800,5,2866
1149,114900,6,2872
1150,115000,5,2877
1151,115100,2,2879
1152,115200,9,2888
1153,115300,4,2892
1154,115400,6,2898
1155,115500,3,2901
1156,115600,3,2904
1157,115700,6,2910
1158,115800,5,2915
1159,115900,7,2922
1160,116000,4,2926
1161,116100,8,2934
1162,116200,5,2939
1163,116300,4,2943
1164,116400,6,2949
1165,116500,4,2953
1166,116600,6,2959
1167,116700,6,2965
1168,116800,5,2970
1169,116900,5,2975
1170,117000,5,2980
1171,117100,5,2985
1172,117200,9,2994
1173,117300,3,2997
1174,117400,6,3003
1175,117500,7,3010
1176,117600,5,3015
1177,117700,4,3019
1178,117800,7,3026
1179,117900,8,3034
1180,118000,5,3039
1181,118100,5,3044
1182,118200,5,3049
1183,118300,6,3055
1184,118400,5,3060
1185,118500,3,3063
1186,118600,7,3070
1187,118700,5,3075
1188,118800,5,3080
1189,118900,7,3087
1190,119000,4,3091
1191,119100,9,3100
1192,119200,4,3104
1193,119300,10,3114
1194,119400,5,3119
1195,119500,7,3126
1196,119600,3,3129
1197,119700,6,3135
1198,119800,5,3140
1199,119900,5,3145
1200,120000,6,3151
1201,120100,5,3156
1202,120200,2,3158
1203,120300,7,3165
1204,120400,6,3171
1205,120500,6,3177
1206,120600,5,3182
1207,120700,5,3187
1208,120800,4,3191
1209,120900,3,3194
1210,121000,5,3199
1211,121100,4,3203
1212,121200,7,3210
1213,121300,6,3216
1214,121400,8,3224
1215,121500,6,3230
1216,121600,3,3233
1217,121700,9,3242
1218,121800,4,3246
1219,121900,7,3253
1220,122000,7,3260
1221,122100,5,3265
1222,122200,7,3272
1223,122300,9,3281
1224,122400,9,3290
1225,122500,4,3294
1226,122600,8,3302
1227,122700,4,3306
1228,122800,2,3308
1229,122900,3,3311
1230,123000,4,3315
1231,123100,8,3323
1232,123200,6,3329
1233,123300,7,3336
1234,123400,4,3340
1235,123500,2,3342
1236,123600,9,3351
1237,123700,7,3358
1238,123800,6,3364
1239,123900,6,3370
1240,124000,7,3377
1241,124100,7,3384
1242,124200,5,3389
1243,124300,8,3397
1244,124400,4,3401
1245,124500,5,3406
1246,124600,5,3411
1247,124700,9,3420
1248,124800,5,3425
1249,124900,5,3430
1250,125000,4,3434
1251,125100,7,3441
1252,125200,4,3445
1253,125300,9,3454
1254,125400,1,3455
1255,125500,5,3460
1256,125600,7,3467
1257,125700,6,3473
1258,125800,7,3480
1259,125900,8,3488
1260,126000,1,3489
1261,126100,7,3496
1262,126200,6,3502
1263,126300,6,3508
1264,126400,6,3514
1265,126500,6,3520
1266,126600,6,3526
1267,126700,6,3532
1268,126800,3,3535
1269,126900,8,3543
1270,127000,5,3548
1271,127100,6,3554
1272,127200,7,3561
1273,127300,2,3563
1274,127400,9,3572
1275,127500,4,3576
1276,127600,7,3583
1277,127700,3,3586
1278,127800,10,3596
1279,127900,7,3603
1280,128000,7,3610
1281,128100,7,3617
1282,128200,3,3620
1283,128300,4,3624
1284,128400,6,3630
1285,128500,3,3633
1286,128600,3,3636
1287,128700,5,3641
1288,128800,5,3646
1289,128900,6,3652
1290,129000,4,3656
1291,129100,6,3662
1292,129200,7,3669
1293,129300,6,3675
1294,129400,6,3681
1295,129500,7,3688
1296,129600,3,3691
1297,129700,7,3698
1298,129800,6,3704
1299,129900,5,3709
1300,130000,6,3715
1301,130100,4,3719
1302,130200,0,3719
1303,130300,7,3726
1304,130400,5,3731
1305,130500,6,3737
1306,130600,7,3744
1307,130700,5,3749
1308,130800,5,3754
1309,130900,5,3759
1310,131000,4,3763
1311,131100,3,3766
1312,131200,6,3772
1313,131300,7,3779
1314,131400,7,3786
1315,131500,6,3792
1316,131600,6,3798
1317,131700,5,3803
1318,131800,5,3808
1319,131900,4,3812
1320,132000,5,3817
1321,132100,2,3819
1322,132200,3,3822
1323,132300,9,3831
1324,132400,5,3836
1325,132500,8,3844
1326,132600,0,3844
1327,132700,3,3847
1328,132800,5,3852
1329,132900,4,3856
1330,133000,8,3864
1331,133100,3,3867
1332,133200,6,3873
1333,133300,3,3876
1334,133400,4,3880
1335,133500,4,3884
1336,133600,5,3889
1337,133700,7,3896
1338,133800,4,3900
1339,133900,5,3905
1340,134000,7,3912
1341,134100,5,3917
1342,134200,7,3924
1343,134300,5,3929
1344,134400,6,3935
1345,134500,7,3942
1346,134600,10,3952
1347,134700,9,3961
1348,134800,5,3966
1349,134900,8,3974
1350,135000,9,3983
1351,135100,9,3992
1352,135200,4,3996
1353,135300,6,4002
1354,135400,6,4008
1355,135500,8,4016
1356,135600,8,4024
1357,135700,8,4032
1358,135800,7,4039
1359,135900,5,4044
1360,136000,8,4052
1361,136100,8,4060
1362,136200,7,4067
1363,136300,5,4072
1364,136400,7,4079
1365,136500,6,4085
1366,136600,5,4090
1367,136700,3,4093
1368,136800,8,4101
1369,136900,9,4110
1370,137000,7,4117
1371,137100,4,4121
1372,137200,4,4125
1373,137300,2,4127
1374,137400,6,4133
1375,137500,8,4141
1376,137600,8,4149
1377,137700,4,4153
1378,137800,6,4159
1379,137900,7,4166
1380,138000,4,4170
1381,138100,3,4173
1382,138200,5,4178
1383,138300,5,4183
1384,138400,4,4187
1385,138500,2,4189
1386,138600,2,4191
1387,138700,2,4193
1388,138800,3,4196
1389,138900,2,4198
1390,139000,3,4201
1391,139100,3,4204
1392,139200,2,4206
1393,139300,7,4213
1394,139400,4,4217
1395,139500,8,4225
1396,139600,6,4231
1397,139700,4,4235
1398,139800,1,4236
1399,139900,3,4239
1400,140000,6,4245
1401,140100,5,4250
1402,140200,3,4253
1403,140300,2,4255
1404,140400,2,4257
1405,140500,3,4260
1406,140600,5,5
1407,140700,6,11
1408,140800,7,18
1409,140900,5,23
1410,141000,3,26
1411,141100,3,29
1412,141200,4,33
1413,141300,3,36
1414,141400,6,42
1415,141500,6,48
1416,141600,5,53
1417,141700,4,57
1418,141800,5,62
1419,141900,4,66
1420,142000,5,71
1421,142100,5,76
1422,142200,3,79
1423,142300,3,82
1424,142400,4,86
1425,142500,3,89
1426,142600,2,91
1427,142700,4,95
1428,142800,3,98
1429,142900,6,104
1430,143000,3,107
1431,143100,4,111
1432,143200,5,116
1433,143300,6,122
1434,143400,7,129
